Account No,Customer Name,Phone,Credit Limit,Outstanding Balance,Salesman,Payment Terms,TRN
CN-00305,Desert Fit-out Co,0563971005,50000,AED 19875.52,Joseph,45 days,135595255919256
CN-00306,Pearl Engineering Consultants,0598837386,25000,13631.47,Mahmoud,45 days,123711792893051
CN-00307,Emirates Real Estate Development,0553930331,100000,"50,360.87",Khaled,45 days,108030405910285
CN-00308,Falcon MEP Services,0510488072,10000,"26.052,22",Joseph,45 days,124584081502905
CN-00309,Al Manara Builders LLC,0589370665,100000,25735.64,Rakesh,Cash,130783503904725
CN-00310,Gulf Engineering Consultants,0524553646,50000,38779.29,Rakesh,COD,100130311031390
CN-00311,Capital Engineering Consultants,0539197267,100000,AED 27424.10,Suresh,Cash,165357636587604
CN-00312,Capital Builders LLC,0584713966,100000,1667.70,Rakesh,90 days,161297109087768
CN-00313,Emirates MEP Services,0592080802,10000,"26,921.27",Joseph,Cash,199097983042865
CN-00314,Al Reem Interiors LLC,0512990031,10000,"19.732,70",Mahmoud,30 days,119267285135742
CN-00315,Pearl Trading Est,0532046440,,17173.39,Joseph,45 days,171640127525254
CN-00316,Modern Construction Co,0511729527,100000,-,Mahmoud,30 days,198950211476407
CN-00317,Modern MEP Services,0551638421,25000,AED 11637.64,Rakesh,COD,153780394154114
CN-00318,Al Manara Contracting LLC,0556940471,100000,53616.34,Suresh,COD,149315717243583
CN-00319,Meraas MEP Services,0564568115,25000,"59,615.23",Khaled,Cash,180741301703449
CN-00320,Gulf Engineering Consultants,0572425942,10000,"44.236,03",Suresh,90 days,169568903912814
CN-00321,Oasis Builders LLC,0539007124,10000,41410.47,Suresh,45 days,181716583039166
CN-00322,Modern Construction Co,0510267291,10000,37376.43,Khaled,COD,
CN-00323,Al Reem Builders LLC,0590811537,10000,AED 40747.80,Joseph,90 days,158221010255287
CN-00324,Capital Fit-out Co,0542377935,,13039.37,Suresh,30 days,150723859640226
CN-00325,Prime Fit-out Co,0535682868,25000,"7,472.78",Rakesh,60 days,190580512097551
CN-00326,Desert Interiors LLC,0535380890,10000,"9.884,47",Rakesh,30 days,144929876514942
CN-00327,Capital Builders LLC,0589969013,100000,16344.37,Suresh,Cash,187713793934714
CN-00328,Capital Interiors LLC,0533368834,50000,-,Suresh,30 days,114932845145598
CN-00329,Desert Builders LLC,0583071852,25000,AED 58163.55,Mahmoud,60 days,117759990931755
CN-00330,Desert Maintenance Co,0532016065,25000,270.21,Joseph,30 days,
CN-00331,Capital Real Estate Development,0583606099,10000,"9,572.75",Anwar,Cash,128310156858755
CN-00332,Gulf Interiors LLC,0549571183,25000,"10.949,15",Suresh,45 days,173288525815363
CN-00333,Desert Engineering Consultants,0534663455,,56495.82,Rakesh,Cash,
CN-00334,Emirates Maintenance Co,0540853473,25000,28892.64,Rakesh,90 days,126807774704896
CN-00335,Prime Interiors LLC,0529078551,10000,AED 46435.22,Joseph,90 days,117431892133973
CN-00336,Oasis Builders LLC,0581966691,50000,29412.72,Joseph,30 days,119681142680094
CN-00337,Marina Construction Co,0535263735,50000,"28,461.52",Anwar,Cash,197222451675532
CN-00338,Desert Builders LLC,0522060419,100000,"10.980,23",Anwar,30 days,112446664182479
CN-00339,Pearl Contracting LLC,0570379747,10000,37444.06,Khaled,30 days,181461518933816
CN-00340,Gulf Contracting LLC,0572776301,10000,38840.29,Joseph,COD,112735475361897
CN-00341,Emirates Maintenance Co,0537702362,100000,AED 28934.30,Mahmoud,45 days,140259460658261
CN-00342,National Real Estate Development,0556839934,25000,56169.34,Anwar,COD,123429322213468
CN-00343,Meraas Trading Est,0599627375,50000,"36,143.39",Mahmoud,90 days,
CN-00344,Meraas Trading Est,0598626467,25000,"40.948,04",Khaled,Cash,155012988792825
CN-00345,Gulf Trading Est,0589351297,10000,23834.70,Anwar,60 days,187736867517903
CN-00346,Capital Construction Co,0587694976,25000,15980.92,Khaled,COD,100978395970516
CN-00347,Oasis Real Estate Development,0535065927,10000,AED 54677.13,Mahmoud,60 days,128208939699159
CN-00348,Pearl Trading Est,0568509356,100000,3256.98,Mahmoud,45 days,128827870809480
CN-00349,Gulf Builders LLC,0520257533,10000,"18,103.90",Mahmoud,30 days,146011359810700
CN-00350,Gulf Maintenance Co,0549573104,50000,"36.174,37",Anwar,60 days,
CN-00351,Prime Fit-out Co,0576749978,10000,49258.75,Joseph,90 days,170447421347208
CN-00352,National Real Estate Development,0548831779,10000,34122.60,Mahmoud,60 days,169908277979249
CN-00353,Desert Real Estate Development,0541340356,50000,AED 44351.26,Rakesh,COD,167054364747850
CN-00354,Falcon Interiors LLC,0590159748,100000,12586.38,Mahmoud,Cash,156874052121541
CN-00355,Falcon Interiors LLC,0541391981,10000,"17,466.93",Khaled,Cash,117772086656406
CN-00356,Al Reem Trading Est,0598752203,,"31.669,69",Mahmoud,45 days,187634479881458
CN-00357,Capital Builders LLC,0529880012,100000,27944.37,Mahmoud,60 days,180725163158790
CN-00358,Prime Trading Est,0521090048,25000,28859.76,Rakesh,30 days,
CN-00359,Prime MEP Services,0525418539,25000,AED 44423.80,Anwar,90 days,153246268037623
CN-00360,Marina Real Estate Development,0565085869,100000,18397.54,Rakesh,30 days,118124915736748
CN-00361,Prime Engineering Consultants,0516499043,50000,"57,873.36",Mahmoud,30 days,137161341966996
CN-00362,Capital Fit-out Co,0515571710,25000,"51.320,75",Joseph,30 days,126428644061385
CN-00363,Al Reem Engineering Consultants,0512744407,10000,49702.48,Mahmoud,COD,198090083982276
CN-00364,Marina Construction Co,0543209554,25000,19917.53,Rakesh,90 days,155487838711357
CN-00365,Al Manara Fit-out Co,0589646951,100000,AED 49372.56,Mahmoud,60 days,140102639239507
CN-00366,Capital Fit-out Co,0552431096,,29293.93,Suresh,Cash,124744699851922
CN-00367,Desert Builders LLC,0540381645,25000,"44,934.42",Mahmoud,COD,183628157952285
CN-00368,Emirates Builders LLC,0551246695,25000,"52.362,08",Anwar,45 days,128517416851497
CN-00369,Modern Construction Co,0539789627,,41081.16,Joseph,Cash,198785765383158
CN-00370,Oasis MEP Services,0588379325,,51217.22,Anwar,45 days,139485613507488
CN-00371,Desert Contracting LLC,0530361093,50000,AED 46284.50,Mahmoud,Cash,136986842442695
CN-00372,Prime Real Estate Development,0553501179,10000,36305.09,Khaled,90 days,188283939611017
CN-00373,Capital Interiors LLC,0576194112,10000,"17,261.51",Suresh,COD,183825814476077
CN-00374,Al Reem Contracting LLC,0562926011,50000,"51.529,86",Joseph,45 days,153705876375050
CN-00375,Modern Trading Est,0561438384,100000,6472.23,Joseph,60 days,164086682820806
CN-00376,Emirates Builders LLC,0575164721,25000,49782.72,Mahmoud,45 days,126660302821392
CN-00377,Pearl Engineering Consultants,0574643406,,AED 35259.50,Khaled,30 days,
CN-00378,Emirates Trading Est,0510315003,50000,36452.20,Suresh,COD,187538393541867
CN-00379,Prime Real Estate Development,0544285222,50000,"49,376.11",Anwar,COD,130328723403053
CN-00380,Meraas Engineering Consultants,0581148265,25000,"2.483,23",Joseph,COD,137122284305296
CN-00381,Al Reem Engineering Consultants,0539836575,10000,7198.55,Rakesh,60 days,175151807094091
CN-00382,National MEP Services,0541026481,,38764.72,Anwar,Cash,144748636583668
CN-00383,Reliable Trading Est,0576107508,10000,AED 20926.71,Khaled,Cash,161904318900514
CN-00384,Gulf Construction Co,0547424923,,33857.49,Rakesh,Cash,133124082915169
CN-00385,Gulf Interiors LLC,0519155541,100000,"25,860.16",Suresh,45 days,149798300083883
CN-00386,Marina Fit-out Co,0548202252,25000,"42.993,04",Joseph,45 days,139584562971587
CN-00387,Emirates Fit-out Co,0517770048,10000,52675.49,Suresh,30 days,109657342314467
CN-00388,Al Reem Engineering Consultants,0533573523,100000,57422.57,Suresh,COD,191906630117163
CN-00389,Oasis Fit-out Co,0573931567,10000,AED 35913.51,Mahmoud,30 days,143285848206992
CN-00390,Pearl MEP Services,0522733616,10000,677.32,Khaled,30 days,185483036418260
CN-00391,Reliable Engineering Consultants,0580263626,,"3,116.35",Rakesh,90 days,110850621075792
CN-00392,Pearl Builders LLC,0549423358,25000,"48.594,02",Suresh,Cash,115951845118716
CN-00393,Meraas MEP Services,0564455572,10000,32843.17,Joseph,Cash,199305846145653
CN-00394,Marina Interiors LLC,0590108582,10000,6671.84,Anwar,30 days,155666135239127
CN-00395,Oasis Trading Est,0578194254,100000,AED 3727.53,Mahmoud,60 days,125614824299675
CN-00396,Capital Builders LLC,0538074884,,46233.53,Mahmoud,30 days,180299193633757
CN-00397,Al Manara Maintenance Co,0586196497,100000,"31,213.73",Anwar,45 days,176451687056132
CN-00398,Prime Engineering Consultants,0553373839,25000,"28.541,98",Rakesh,90 days,133305133424314
CN-00399,Union MEP Services,0595076583,100000,49240.94,Anwar,30 days,143429750060567
CN-00400,Emirates Maintenance Co,0541318528,,14673.84,Rakesh,Cash,
CN-00401,Capital Maintenance Co,0525935815,25000,AED 10614.43,Rakesh,COD,164247829037743
CN-00402,Reliable Maintenance Co,0597746349,,13592.62,Khaled,45 days,189246558954345
CN-00403,Desert MEP Services,0516674800,10000,"30,876.06",Anwar,60 days,110305534155044
CN-00404,National Trading Est,0547751583,25000,"21.185,91",Suresh,COD,193194606001068
CN-00405,Reliable Interiors LLC,0543535040,,55346.34,Khaled,COD,178899921515821
CN-00406,Al Manara Builders LLC,0525468953,100000,50394.22,Joseph,30 days,161610287269158
CN-00407,Al Manara Real Estate Development,0546281740,,AED 12556.98,Khaled,Cash,147508268492701
CN-00408,Prime Fit-out Co,0525051081,,54713.34,Khaled,60 days,171925413760404
CN-00409,Modern Interiors LLC,0579770415,25000,"35,618.13",Khaled,30 days,192156027918151
CN-00410,Prime Builders LLC,0581001582,25000,"49.901,66",Mahmoud,45 days,158618793452948
CN-00411,Al Manara MEP Services,0591204491,25000,38667.27,Anwar,90 days,131826395541901
CN-00412,Al Manara Contracting LLC,0571261496,50000,22549.81,Mahmoud,45 days,126020533955863
CN-00413,Al Manara Interiors LLC,0587772253,100000,AED 19929.39,Mahmoud,90 days,102107914363991
CN-00414,Al Manara Fit-out Co,0529945207,,37562.65,Khaled,COD,191522032437945
CN-00415,Pearl Builders LLC,0546862731,10000,"15,877.92",Khaled,30 days,104403271760905
CN-00416,Emirates Trading Est,0565630504,100000,"37.420,24",Mahmoud,45 days,
CN-00417,Al Reem Real Estate Development,0565812057,10000,23.37,Suresh,30 days,197138688772611
CN-00418,Oasis MEP Services,0554851750,50000,11070.90,Joseph,COD,161895995654713
CN-00419,Emirates Real Estate Development,0529202973,50000,AED 34205.66,Khaled,COD,123713647717088
CN-00420,Gulf Builders LLC,0568805402,50000,17093.72,Suresh,COD,179227585392449
CN-00421,Meraas Contracting LLC,0536168405,25000,"56,605.76",Anwar,COD,178035847591190
CN-00422,Modern Construction Co,0587967883,100000,"21.155,38",Joseph,90 days,172908458195987
CN-00423,Marina Engineering Consultants,0561029382,50000,23000.32,Rakesh,COD,170473183663263
CN-00424,Al Manara Trading Est,0576237936,,32315.26,Khaled,COD,160462968237513
CN-00425,Meraas Fit-out Co,0546441088,25000,AED 5473.61,Rakesh,30 days,166118605714740
CN-00426,Al Reem Construction Co,0587415615,25000,11900.79,Suresh,60 days,196978300313759
CN-00427,National Contracting LLC,0560638750,50000,"33,184.82",Suresh,45 days,118270526318322
CN-00428,Oasis Interiors LLC,0530028066,50000,"7.223,25",Suresh,Cash,193986451937796
CN-00429,Meraas Builders LLC,0586185395,25000,48288.77,Anwar,30 days,178234126561031
CN-00430,Gulf Real Estate Development,0515331839,25000,2896.69,Joseph,45 days,108683721082874
CN-00431,Emirates Maintenance Co,0544332976,25000,AED 48704.61,Suresh,90 days,109333961435484
CN-00432,Prime Interiors LLC,0555373851,,19270.15,Suresh,60 days,102682627163686
CN-00433,Oasis Construction Co,0595679143,50000,"6,936.17",Joseph,90 days,196188837837051
CN-00434,Gulf Real Estate Development,0547429363,25000,"29.413,90",Mahmoud,90 days,186690209784798
CN-00435,Pearl Trading Est,0551198061,50000,44215.48,Mahmoud,COD,104037719659357
CN-00436,Oasis Real Estate Development,0518177238,,10232.19,Suresh,Cash,178003873612210
CN-00437,Oasis Interiors LLC,0589232827,,AED 22978.29,Rakesh,60 days,
CN-00438,Pearl Contracting LLC,0542274953,10000,46657.95,Anwar,90 days,105018802453535
CN-00439,Prime Engineering Consultants,0537376204,,"16,926.18",Rakesh,30 days,196106881870967
CN-00440,Union Fit-out Co,0512851125,10000,"50.225,32",Joseph,90 days,
CN-00441,Pearl Builders LLC,0539846857,25000,21207.85,Mahmoud,30 days,
CN-00442,Meraas Builders LLC,0582637590,100000,42329.20,Joseph,Cash,140226266910168
CN-00443,Emirates MEP Services,0521533289,50000,AED 50410.87,Anwar,45 days,143778392269300
CN-00444,Oasis MEP Services,0555246814,10000,27942.82,Anwar,60 days,168232079789019
CN-00445,Pearl Trading Est,0595212778,,"6,677.11",Suresh,90 days,172059530135398
CN-00446,Prime Real Estate Development,0534213479,10000,"22.526,84",Anwar,60 days,104094047200663
CN-00447,Meraas Construction Co,0521619651,,18523.49,Joseph,Cash,167909442166296
CN-00448,Capital Construction Co,0587186275,100000,28635.85,Mahmoud,COD,101684948873550
CN-00449,Marina Builders LLC,0539977963,100000,AED 24577.96,Mahmoud,45 days,128360929153664
CN-00450,Pearl Maintenance Co,0540939106,,43656.84,Rakesh,45 days,100002601580280
CN-00451,Oasis Fit-out Co,0569941282,,"2,569.58",Anwar,30 days,145867848647426
CN-00452,Emirates Builders LLC,0591810434,,"16.102,61",Mahmoud,60 days,149489843066650
CN-00453,Meraas Contracting LLC,0593524548,,35700.73,Rakesh,45 days,196886745750244
CN-00454,Meraas Interiors LLC,0594754751,10000,23368.67,Joseph,30 days,135594851689904
CN-00455,Reliable Maintenance Co,0515882982,25000,AED 18813.38,Khaled,90 days,105492524372701
CN-00456,Al Reem Engineering Consultants,0546755896,50000,16456.75,Joseph,COD,106198684254557
CN-00457,Gulf Interiors LLC,0590522184,50000,"12,523.90",Suresh,COD,152225660527203
CN-00458,Gulf Maintenance Co,0530649278,50000,"43.819,06",Khaled,90 days,120192092608242
CN-00459,Modern Builders LLC,0541193953,100000,21310.25,Joseph,30 days,150415251646738
CN-00460,Meraas Engineering Consultants,0595137948,25000,7003.29,Rakesh,60 days,187097721690959
CN-00461,Oasis MEP Services,0529367018,10000,AED 55579.54,Joseph,60 days,193379915937633
CN-00462,Meraas Engineering Consultants,0532740288,100000,23733.20,Mahmoud,Cash,179884136889276
CN-00463,National Engineering Consultants,0565247243,10000,"43,545.70",Joseph,45 days,175369019877040
CN-00464,Meraas Real Estate Development,0581936435,,"17.717,48",Joseph,45 days,142533405547792
CN-00465,Prime MEP Services,0541203348,25000,19220.15,Joseph,90 days,114800419389052
CN-00466,National Real Estate Development,0564436655,50000,39095.53,Rakesh,60 days,154152158601512
CN-00467,Reliable Contracting LLC,0519414468,25000,AED 54216.21,Rakesh,30 days,
CN-00468,Al Manara Construction Co,0575035452,10000,34741.86,Rakesh,30 days,121122811039917
CN-00469,Oasis Trading Est,0552403781,50000,"54,924.40",Anwar,Cash,168190398333447
CN-00470,Reliable Contracting LLC,0546394954,100000,"19.243,03",Joseph,45 days,122807269707016
CN-00471,Capital Maintenance Co,0595589756,100000,9539.23,Rakesh,45 days,195529757351702
CN-00472,Capital MEP Services,0548582262,,3465.64,Mahmoud,Cash,111790812110052
CN-00473,Al Manara Real Estate Development,0567636432,25000,AED 7913.03,Mahmoud,60 days,179481104483510
CN-00474,Union Real Estate Development,0547672857,10000,56603.05,Khaled,90 days,144498787870352
CN-00475,Al Reem Trading Est,0521784324,100000,"45,775.28",Mahmoud,COD,122581779290824
CN-00476,Gulf Interiors LLC,0597175774,100000,"48.980,88",Suresh,Cash,172379417474913
CN-00477,Meraas Fit-out Co,0595036256,100000,14466.96,Mahmoud,45 days,116571260264808
CN-00478,Marina Contracting LLC,0550177032,25000,44480.19,Khaled,45 days,135852631050258
CN-00479,Desert Contracting LLC,0569809274,10000,AED 39367.33,Mahmoud,90 days,126413961175440
CN-00480,Oasis Maintenance Co,0514149731,,56980.33,Mahmoud,45 days,170762211577480
CN-00481,Capital Engineering Consultants,0573944651,25000,"16,951.76",Mahmoud,60 days,162781187171413
CN-00482,Falcon Engineering Consultants,0526206874,10000,"44.679,34",Joseph,COD,109544308220736
CN-00483,National Builders LLC,0562182031,50000,8782.53,Mahmoud,90 days,161967294785196
CN-00484,Prime Contracting LLC,0560606818,50000,23923.62,Joseph,60 days,174532234329469
CN-00485,Prime Maintenance Co,0565904397,25000,AED 4521.49,Mahmoud,60 days,106577390080793
CN-00486,Oasis Engineering Consultants,0578616896,25000,1197.20,Rakesh,COD,100098698793340
CN-00487,Emirates Contracting LLC,0564512510,100000,"35,540.46",Mahmoud,COD,183342731208020
CN-00488,Prime Trading Est,0576714701,25000,"55.214,26",Suresh,Cash,162574537185620
CN-00489,Al Manara MEP Services,0535503810,,13860.37,Rakesh,30 days,156132106734317
CN-00490,Modern Construction Co,0532524126,,54945.06,Anwar,90 days,173896426172309
CN-00491,Falcon Contracting LLC,0511987191,25000,AED 15943.04,Anwar,COD,150702919909291
CN-00492,Gulf Construction Co,0521802181,25000,17558.41,Joseph,90 days,135031099032405
CN-00493,Union Maintenance Co,0535891574,,"53,057.06",Anwar,COD,101220098296010
CN-00494,Capital Maintenance Co,0567334676,50000,"51.869,14",Rakesh,90 days,138844084802233
CN-00495,Marina MEP Services,0561416178,10000,34402.09,Mahmoud,90 days,
CN-00496,Meraas Contracting LLC,0543355668,50000,53359.32,Rakesh,COD,190925405380712
CN-00497,Reliable Trading Est,0598540126,,AED 4043.80,Rakesh,90 days,164688100017959
CN-00498,Marina Maintenance Co,0574390376,,53028.89,Anwar,90 days,119930311064850
CN-00499,Oasis Contracting LLC,0577044539,25000,"26,449.91",Khaled,60 days,181275265300730
CN-00500,Pearl Construction Co,0534333947,10000,"55.891,62",Suresh,Cash,194374396931469
CN-00501,Modern Fit-out Co,0543598879,,31331.06,Mahmoud,90 days,136431646578925
CN-00502,Union MEP Services,0577697974,100000,31486.17,Anwar,60 days,188888769494729
CN-00503,Prime Engineering Consultants,0515124939,50000,AED 3168.80,Joseph,30 days,127691384872517
CN-00504,Gulf Trading Est,0569816099,50000,4489.27,Anwar,90 days,127131451986090
CN-00505,Union Builders LLC,0554921756,,"29,385.77",Anwar,COD,148983392718767
CN-00506,Union Engineering Consultants,0542555402,50000,"55.616,60",Khaled,45 days,175261717136998
CN-00507,Emirates Maintenance Co,0537005809,50000,46404.30,Khaled,90 days,159500577355754
CN-00508,Al Reem Engineering Consultants,0540184462,25000,27724.76,Rakesh,60 days,139777833401528
CN-00509,Desert Interiors LLC,0598792310,10000,AED 50074.96,Rakesh,30 days,138698135161217
CN-00510,Reliable Trading Est,0572121136,50000,1634.59,Joseph,COD,131535078915539
CN-00511,Meraas MEP Services,0552404739,10000,"19,761.17",Anwar,90 days,100833322223093
CN-00512,Marina MEP Services,0528276686,100000,"54.952,07",Suresh,60 days,104806158059880
