namePrimary,nameSecondary,sku,barcode,categoryCode,taxGroup,trackingType,cost,sellPrice,baseUnit,brand,partNumber,reorderLevel,valuationMethod,wholesalePrice
Makita MIG Welder 3/8 inch,ماكينات لحام 3/8 inch,HW-100171,6148097579960,CAT008,,serial,24.495,31.146,PCS,Makita,,25,wac,28.289
DeWalt Aluminium Ladder Small,سلالم ألمنيوم Small,HW-100172,6332211477447,CAT091,,none,1.962,2.526,pcs,DeWalt,DEW-96685,20,wac,2.162
Black+Decker MIG Welder 50kg,ماكينات لحام 50kg,HW-100173,6746675972735,CAT008,,serial,11.722,KD 15.899,PCS,Black+Decker,BLA-33223,25,fifo,13.036
Sata Platform Ladder 24 Gauge,سلالم منصة 24 Gauge,HW-100174,6346173350485,CAT093,,none,20.554,29.394,PCS,Sata,SAT-55945,15,fifo,KD 24.495
Al-Fanar Tape Measure 20 Gauge,أشرطة قياس 20 Gauge,HW-100175,6534075429848,CAT086,,none,21.999,28.776,PC,Al-Fanar,AL--17208,15,wac,24.959
Al-Fanar Wood Router 10mm,مسويات وروترات 10mm,HW-100176,6794206140207,CAT006,,serial,1.446,1.730,PCS,Al-Fanar,AL--49880,'5,wac,1.724
Ingco Inverter Generator 18 Gauge,مولدات كهرباء 18 Gauge,HW-100177,6969988434761,CAT007,,serial,15.741,22.124,PCS,Ingco,ING-75619,'10,wac,18.771
Karcher Sprinkler Head XL,خراطيم ورشاشات XL,HW-100178,6245359769122,CAT082,,none,15.015,20.652,PCS,Karcher,,15,wac,17.532
Truper Common Nail 900W,مسامير 900W,HW-100179,6251017354287,CAT025,,none,20.451,28.814,Pieces,Truper,TRU-17382,50,wac,23.144
Tolsen Construction Adhesive 18L,لاصق إنشائي 18L,HW-100180,6177808083128,CAT059,,batch,15.482,22.263,PCS,Tolsen,TOL-34826,5,wac,17.960
Truper Steel Toe Safety Boots 1500W,أحذية سلامة 1500W,HW-100181,6703319912275,CAT053,,none,10.673,15.347,PCS,Truper,TRU-35544,50,fifo,11.609
DeWalt Wood Screw 22 Gauge,براغي خشب 22 Gauge,HW-100182,6362377865792,CAT019,,none,0.798,KWD 1.012,pc,DeWalt,DEW-70780,50,fifo,0.896
Ingco Door Hinge 10kg,,HW-100183,6363507700898,CAT075,,none,9.047,12.428,PCS,Ingco,ING-39607,15,fifo,10.224
Black+Decker Spray Paint Can 3/8 Inch,بخاخ دهان 3/8 inch,HW-100184,6814141421953,CAT047,,batch,2.942,3.565,PCS,Black+Decker,BLA-37783,25,wac,3.403
Ridgid Adjustable Wrench 20 Gauge,مفاتيح ربط 20 Gauge,HW-100185,6409709528326,CAT010,,none,10.787,14.625,PCS,Ridgid,,15,wac,KWD 12.234
Al-Fanar Machine Screw 5kg,براغي آلات 5kg,HW-100186,6453697922727,CAT020,,none,1.012,1.423,PCS,Al-Fanar,,10,wac,1.180
Crown Work Gloves 20L,قفازات 20L,HW-100187,6191074419409,CAT052,,none,KWD 4.257,6.493,PCS,Crown,,15,wac,5.106
Stanley Kitchen Mixer Large,حنفيات وخلاطات Large,HW-100188,6542055183615,CAT033,,none,13.173,17.094,PCS,Stanley,STA-65008,5,wac,14.358
Stanley Enamel Paint 2000W,دهان زيتي 2000W,HW-100189,6220153541621,CAT045,,batch,212.362,291.525,PCS,Stanley,,10,wac,232.717
Bosch Door Hinge 18L,مفصلات أبواب 18L,HW-100190,6193678007688,CAT075,,none,3.285,4.053,pcs,Bosch,BOS-68502,5,wac,3.871
Karcher Digging Spade 18L,مجارف 18L,HW-100191,6676008497428,CAT081,,none,13.920,17.189,PCS,Karcher,KAR-86283,20,fifo,15.818
 gulf star circular saw 1l ,مناشير دائرية 1L,HW-100192,6381109316000,CAT004,,serial,6.692,KWD 9.454,PCS,Gulf Star,GUL-57307,25,wac,7.443
Ridgid Basin Tap 750W,حنفيات وخلاطات 750W,HW-100193,6952080499973,CAT033,,none,7.274,11.178,PCS,Ridgid,RID-27110,25,wac,8.301
Truper Paint Brush Large,فرش ورولات Large,HW-100194,6260951707437,CAT048,,none,4.565,6.495,PCS,Truper,TRU-28321,15,wac,5.232
Truper Wheelbarrow 20 Gauge,عربات يدوية 20 Gauge,HW-100195,6301235814950,CAT073,,none,16.358,KD 21.825,Pieces,Truper,TRU-62248,20,wac,19.410
  Total PVC Pipe 1500W,مواسير بي في سي 1500W,HW-100196,6361615588962,CAT029,,none,19.539,28.592,PCS,Total,TOT-54021,50,wac,21.927
Ridgid Safety Helmet 1/2 inch,خوذات 1/2 inch,HW-100197,6141634081943,CAT051,,none,2.725,KWD 3.757,PCS,Ridgid,RID-98198,50,wac,3.061
Ridgid Wood Screw 6mm,براغي خشب 6mm,HW-100198,6982842247820,CAT019,,none,11.522,14.358,PCS,Ridgid,RID-79069,25,wac,13.436
Sata Garden Hose 1/4 inch  ,خراطيم ورشاشات 1/4 inch,HW-100199,6916446925807,CAT082,,none,6.983,8.446,PC,Sata,SAT-41982,50,wac,7.557
Hitachi Laser Level 10kg,ميزان ليزر 10kg,HW-100200,6148099569896,CAT088,,serial,KWD 17.761,22.449,PCS,Hitachi,HIT-51400,25,wac,20.268
Yato  Steel Chain 25mm,سلاسل 25mm,HW-100201,6704300695243,CAT079,,none,2.207,2.811,PCS,Yato,YAT-22846,20,wac,2.510
Hitachi Plastic Water Tank 24 Gauge,خزانات مياه 24 Gauge,HW-100202,6672747403633,CAT034,,none,18.694,28.244,PCS,Hitachi,HIT-91770,20,wac,22.027
"Yato Flood Light 1200W,",,HW-100203,6670738286151,CAT040,,none,10.003,14.578,PCS,Yato,YAT-64062,50,fifo,11.892
Hitachi Tool Kit 20L Pieces,طقم عدة 20L,HW-100204,6255856649570,CAT016,,none,1.395,1.700,Pieces,Hitachi,HIT-83169,50,wac,1.637
Sata Garden Shovel 4L,مجارف 4L,HW-100205,6457378435975,CAT081,,none,3.866,5.074,PCS,Sata,SAT-64756,5,fifo,4.619
Karcher Grinding Disc 1/2 inch,أقراص جلخ 1/2 inch,HW-100206,6658658264436,CAT065,,none,9.163,11.490,PCS,Karcher,KAR-57771,15,wac,10.225
Sata Cutting Disc Medium,أقراص قطع Medium,HW-100207,6962883693271,CAT066,,none,7.674,11.814,PCS,Sata,SAT-19512,20,wac,8.602
DeWalt Emulsion Paint Large,دهان مائي Large,HW-100208,6166946997872,CAT044,,batch,7.148,9.954,PC,DeWalt,DEW-3984,50,wac,8.453
Black+Decker Wall Plug 900W,مثبتات جدارية 900W,HW-100209,6432535795741,CAT024,,none,3.152,KD 3.874,PCS,Black+Decker,BLA-75259,10,wac,3.501
bosch extension cord 6mm,وصلات كهرباء 6mm,HW-100210,6848174313514,CAT042,,none,21.928,33.380,PCS,Bosch,,5,fifo,24.402
Hitachi Vernier Caliper 18L,فرجار قياس 18L,HW-100211,6983907069331,CAT089,,none,1.573,1.913,PCS,Hitachi,HIT-44262,20,wac,1.863
Crown Teflon Tape Small,شريط لحام وسدادات Small,HW-100212,6526466630635,CAT035,,none,18.179,24.830,PCS,Crown,CRO-90091,5,wac,20.224
Skil Extension Cord 50mm,وصلات كهرباء 50mm,HW-100213,6205688414031,CAT042,,none,12.848,15.723,PCS,Skil,,15,wac,14.608
Crown Scaffolding Frame 10mm,سقالات 10mm,HW-100214,6693324803275,CAT072,,none,KWD 17.767,23.658,PCS,Crown,CRO-48570,25,wac,20.369
Tolsen Machine Screw 25kg,براغي آلات 25kg,HW-100215,6708996830544,CAT020,,none,7.773,KWD 11.570,PCS,Tolsen,TOL-83843,10,wac,8.874
Hitachi Power Socket XL.,مفاتيح وأفياش XL,HW-100216,6117869496992,CAT038,,none,14.993,18.320,pcs,Hitachi,HIT-31744,5,wac,17.872
Ridgid Door Hinge 1 inch,مفصلات أبواب 1 inch,HW-100217,6534909866945,CAT075,,none,13.067,20.168,PCS,Ridgid,RID-59192,10,wac,14.133
ridgid arc welding machine 50kg,ماكينات لحام 50kg,HW-100218,6543396274343,CAT008,,serial,6.500,8.354,PCS,Ridgid,RID-93416,'20,wac,7.066
Al-Fanar Wheelbarrow 22 Gauge,عربات يدوية 22 Gauge,HW-100219,6534006398623,CAT073,,none,289.087,362.001,PCS,Al-Fanar,AL--11714,50,wac,325.943
Hilti Claw Hammer 16mm,,HW-100220,6646306505123,CAT013,,none,7.619,9.943,PCS,Hilti,HIL-29474,20,wac,8.411
Crown Epoxy Adhesive 450W,إيبوكسي 450W,HW-100221,6748337958763,CAT060,,batch,24.529,30.031,PCS,Crown,CRO-72341,5,wac,27.100
Bosch Platform Ladder 24 Gauge,سلالم منصة 24 Gauge,HW-100222,6914137636657,CAT093,,none,204.454,270.644,PCS,Bosch,BOS-38724,10,fifo,239.190
Makita Wire Brush 3/8 inch,فرش سلك 3/8 inch,HW-100223,6243027138188,CAT067,,none,13.340,17.386,PCS,Makita,MAK-47702,20,fifo,15.561
Al-Fanar Wire Brush 450W,فرش سلك 450W,HW-100224,6622344530219,CAT067,,none,7.368,9.950,PCS,Al-Fanar,AL--56046,15,wac,8.367
Karcher  Steel Chain 1L,سلاسل 1L,HW-100225,6534438562202,CAT079,,none,17.208,24.371,PCS,Karcher,KAR-50605,10,wac,20.268
Truper Galvanized Metal Sheet 6mm,صفائح معدنية 6mm,HW-100226,6944530074661,CAT097,,none,3.427,4.161,PCS,Truper,TRU-36476,25,wac,3.968
Black+Decker MCB Circuit Breaker 900W,,HW-100227,6747929388752,CAT039,,none,23.163,29.369,PC,Black+Decker,BLA-15727,25,wac,27.396
Yato Hex Nut 25kg,صواميل وبراغي 25kg,HW-100228,6375085856039,CAT022,,none,2.223,2.998,PCS,Yato,YAT-58167,20,wac,2.445
TRUPER WOOD SCREW 18L,براغي خشب 18L,HW-100229,6993780082021,CAT019,,none,14.243,19.037,PCS,Truper,TRU-25988,20,wac,16.150
Yato Common Nail 16mm,مسامير 16mm,HW-100230,6797455973413,CAT025,,none,19.974,26.555,PCS,Yato,YAT-49145,20,wac,23.317
Truper Paint Thinner 16 Gauge,,HW-100231,6749552060272,CAT049,,batch,KD 1.357,1.807,pc,Truper,TRU-60409,50,fifo,1.573
Yato Steel Toe Safety Boots 900W,أحذية سلامة 900W,HW-100232,6731072047662,CAT053,,none,15.053,22.488,PCS,Yato,YAT-42344,5,wac,17.759
Sata Ball Valve XL,,HW-100233,6216629352477,CAT032,,none,1.351,1.963,PCS,Sata,SAT-46851,50,wac,1.515
Hitachi Jigsaw 1500W,مناشير منحنية 1500W,HW-100234,6947188447750,CAT005,,serial,5.846,8.437,pc,Hitachi,HIT-8759,5,wac,6.584
Karcher Angle Grinder 24 Gauge,,HW-100235,6209923184086,CAT003,,serial,16.619,21.233,PCS,Karcher,KAR-39196,50,wac,19.266
Stanley Extension Cord 16 Gauge,وصلات كهرباء 16 Gauge,HW-100236,6765153350471,CAT042,,none,11.411,15.103,PCS,Stanley,STA-73018,5,wac,12.446
Tolsen Paint Brush 3/8 inch,فرش ورولات 3/8 inch,HW-100237,6922530911870,CAT048,,none,17.710,24.346,PCS,Tolsen,,25,fifo,20.072
Karcher Cement Bag 9L,أسمنت وملاط 9L,HW-100238,6790011656021,CAT069,,none,15.750,23.450,PC,Karcher,KAR-90827,5,wac,17.453
Bosch Scaffolding Frame 16 Gauge.,سقالات 16 Gauge,HW-100239,6270159190877,CAT072,,none,7.119,10.975,PCS,Bosch,BOS-49396,15,wac,8.131
Hilti Spray Paint Can 8mm,بخاخ دهان 8mm,HW-100240,6535028571533,CAT047,,batch,8.179,10.363,PCS,Hilti,HIL-49671,5,wac,9.308
Tolsen Mcb Circuit Breaker 650W,قواطع كهربائية 650W,HW-100241,6163034885187,CAT039,,none,22.956,33.822,PCS,Tolsen,,25,wac,27.281
 Sata Scaffolding Frame 1500W ,سقالات 1500W,HW-100242,6688812542801,CAT072,,none,19.072,26.974,PCS,Sata,SAT-49909,'10,fifo,21.651
Ridgid Sandpaper Sheet 650W,ورق صنفرة 650W,HW-100243,6180783382919,CAT064,,none,5.703,7.708,PCS,Ridgid,,15,wac,6.618
Stanley  Spirit Level 1 inch,ميزان مياه 1 inch,HW-100244,6882048770696,CAT087,,none,8.964,11.558,PCS,Stanley,STA-44100,20,wac,9.794
BOSCH MACHINE SCREW 8MM,براغي آلات 8mm,HW-100245,6320184594122,CAT020,,none,9.815,14.898,Pieces,Bosch,BOS-8691,15,fifo,10.975
SKIL GARDEN CART 900W,عربات حديقة 900W,HW-100246,6125974736935,CAT084,,none,17.977,24.966,PCS,Skil,SKI-80744,50,wac,21.314
Hitachi PVC Conduit Pipe 16 Gauge,مواسير كهرباء 16 Gauge,HW-100247,6852235643200,CAT041,,none,8.877,12.796,PCS,Hitachi,HIT-34060,20,fifo,9.752
Sata Door Handle 18L,مقابض أبواب 18L,HW-100248,6427227954500,CAT077,,none,12.702,15.570,PC,Sata,SAT-33033,15,wac,13.720
Black+Decker Wheelbarrow 1L,عربات يدوية 1L,HW-100249,6128362582543,CAT073,,none,0.935,1.226,PCS,Black+Decker,BLA-10110,'10,wac,1.079
Sata Enamel Paint 18 Gauge,,HW-100250,6803913777947,CAT045,,batch,16.825,25.605,PCS,Sata,SAT-55096,20,wac,18.320
Crown Hex Bolt 8Mm,صواميل وبراغي 8mm,HW-100251,6626646573963,CAT022,,none,19.945,28.814,PCS,Crown,CRO-37356,25,wac,23.826
Metabo Extension Cord 900W,وصلات كهرباء 900W,HW-100252,6747678322332,CAT042,,none,14.780,KD 20.558,Pieces,Metabo,MET-5650,20,wac,16.690
Bosch Steel Toe Safety Boots Large,أحذية سلامة Large,HW-100253,6403496660346,CAT053,,none,0.445,0.609,PCS,Bosch,BOS-69427,50,wac,0.482
HILTI CEMENT BAG 10MM,أسمنت وملاط 10mm,HW-100254,6682678298895,CAT069,,none,5.617,7.897,PCS,Hilti,HIL-30681,10,wac,6.437
Hitachi Extension Cord 16 Gauge,وصلات كهرباء 16 Gauge,HW-100255,6571726915567,CAT042,,none,23.275,34.790,PC,Hitachi,HIT-7797,20,wac,27.767
Truper Tile Adhesive Bag 10mm,لاصق بلاط 10mm,HW-100256,6674613575734,CAT071,,none,22.924,31.896,PCS,Truper,,20,wac,KWD 26.386
DeWalt Tape Measure 50mm,,HW-100257,6735158762770,CAT086,,none,9.906,13.259,PCS,DeWalt,DEW-11649,25,wac,11.447
Al-Fanar Welding Gloves 9L,ملحقات لحام 9L,HW-100258,6308848125806,CAT096,,none,9.984,13.622,PCS,Al-Fanar,AL--48317,25,wac,10.809
Metabo Combination Pliers 1L,,HW-100259,6810233777110,CAT012,,none,KD 17.033,21.647,PCS,Metabo,MET-23885,10,wac,19.244
Sata Grinding Disc Large,أقراص جلخ Large,HW-100260,6561187144787,CAT065,,none,9.621,KD 11.548,PCS,Sata,SAT-24369,10,wac,11.038
Al-Fanar Electric Planer 450W,مسويات وروترات 450W,HW-100261,6765653845942,CAT006,,serial,KD 21.079,31.673,PCS,Al-Fanar,AL--19378,10,wac,25.239
 crown spirit level 450w ,ميزان مياه 450W,HW-100262,6622240647306,CAT087,,none,KD 0.111,0.137,PCS,Crown,CRO-26660,10,fifo,0.126
Al-Fanar Padlock 5kg,أقفال 5kg,HW-100263,6600024678819,CAT076,,none,0.446,0.545,PCS,Al-Fanar,AL--58192,25,wac,0.506
Total Basin Tap Small,حنفيات وخلاطات Small,HW-100264,6456921141126,CAT033,,none,9.420,14.291,PCS,Total,TOT-73314,25,wac,10.570
  Ingco Electrical Cable 650W,كابلات وأسلاك 650W,HW-100265,6872400860101,CAT037,,none,KWD 5.037,7.266,PCS,Ingco,ING-53450,10,wac,5.924
Skil Expansion Anchor 1 inch,,HW-100266,6988826469925,CAT024,,none,7.274,11.196,PCS,Skil,SKI-56728,25,fifo,8.192
DeWalt Enamel Paint 40mm,دهان زيتي 40mm,HW-100267,6573354672445,CAT045,,batch,3.607,5.496,PCS,DeWalt,DEW-70525,15,fifo,4.122
Ingco MIG Welder 3/4 inch,ماكينات لحام 3/4 inch,HW-100268,6940545817861,CAT008,,serial,16.980,22.833,PCS,Ingco,ING-78722,20,wac,19.998
Truper Safety Goggles 4L,نظارات واقية 4L,HW-100269,6793243851179,CAT054,,none,13.907,21.248,PCS,Truper,TRU-89873,50,wac,16.105
Yato Flexible Wire 9L,كابلات وأسلاك 9L,HW-100270,6693750639386,CAT037,,none,12.060,KD 16.832,pcs,Yato,YAT-64648,'50,fifo,13.566
Tolsen Padlock Large,أقفال Large,HW-100271,6753740061701,CAT076,,none,11.817,KWD 17.354,PCS,Tolsen,TOL-29080,5,fifo,13.224
Truper PVC Conduit Pipe 25mm,,HW-100272,6527376452350,CAT041,,none,8.571,11.126,PCS,Truper,TRU-30774,10,wac,9.599
Bosch Tile Adhesive Bag 1kg,لاصق بلاط 1kg,HW-100273,6511119703692,CAT071,,none,KD 12.345,18.853,PCS,Bosch,BOS-82826,5,wac,14.694
Karcher PU Foam Filler 32mm,رغوة عازلة 32mm,HW-100274,6789401191354,CAT062,,batch,21.605,KD 27.104,PCS,Karcher,KAR-69672,20,wac,25.087
Stanley Garden Hose 1 inch,,HW-100275,6793243851179,CAT082,,none,1.728,2.090,PCS,Stanley,STA-27558,15,wac,1.961
Hilti Pruning Shears 16 Gauge,,HW-100276,6443363475143,CAT083,,none,1.220,1.551,PC,,HIL-17640,10,wac,1.429
Hitachi Garden Cart 20L,عربات حديقة 20L,HW-100277,6784604488530,CAT084,,none,20.586,28.109,PCS,Hitachi,HIT-57990,50,fifo,23.339
Black+Decker Copper Elbow 18 Gauge,,HW-100278,6949523677078,CAT030,,none,16.428,20.255,PCS,Black+Decker,BLA-98631,25,wac,19.053
Black+Decker PU Foam Filler Medium,,HW-100279,6936847530239,CAT062,,batch,19.280,KD 25.401,PCS,Black+Decker,BLA-81507,20,wac,22.338
Ingco Jigsaw 1kg,مناشير منحنية 1kg,HW-100280,6235099522293,CAT005,,serial,2.059,3.085,PCS,Ingco,ING-96865,'5,fifo,2.455
Tolsen Cutting Disc Small,أقراص قطع Small,HW-100281,6459324642512,CAT066,,none,18.172,22.987,PC,Tolsen,TOL-4242,25,wac,21.771
Truper Inverter Generator 50Kg,,HW-100282,6889532325663,CAT007,,serial,13.470,17.618,PC,Truper,,10,wac,15.462
Bosch Emulsion Paint 1200W,دهان مائي 1200W,HW-100283,6477142518811,CAT044,,batch,145.684,174.784,PCS,Bosch,,5,wac,161.491
Hitachi Work Gloves 10kg,قفازات 10kg,HW-100284,6164809178231,CAT052,,none,24.170,33.982,PCS,Hitachi,HIT-17619,'5,fifo,26.785
Hitachi Epoxy Adhesive 2000W,إيبوكسي 2000W,HW-100285,6577333785496,CAT060,,batch,18.934,22.680,PCS,Hitachi,HIT-44445,5,wac,21.203
Total Hammer Drill 20 Gauge,مثاقب 20 Gauge,HW-100286,6405041795109,CAT002,,serial,10.204,12.791,PC,,TOT-86384,15,wac,11.119
Hitachi Concrete Nail 1/4 inch,مسامير 1/4 inch,HW-100287,6779375874525,CAT025,,none,KWD 12.225,18.417,PCS,Hitachi,HIT-6741,50,wac,13.634
Crown Wheelbarrow 1500W,عربات يدوية 1500W,HW-100288,6639581661947,CAT073,,none,7.205,8.646,PCS,Crown,CRO-98097,25,wac,8.325
"METABO PRUNING SHEARS MEDIUM,",مقصات تقليم Medium,HW-100289,6213145735346,CAT083,,none,10.703,14.959,PCS,Metabo,MET-22816,15,wac,12.022
Hitachi Pruning Shears 1/4 inch,مقصات تقليم 1/4 inch,HW-100290,6936060245160,CAT083,,none,KD 10.081,14.532,PCS,Hitachi,HIT-87733,5,wac,12.028
Truper  Enamel Paint 5kg,دهان زيتي 5kg,HW-100291,6333728417192,CAT045,,batch,18.611,22.421,Nos,Truper,TRU-64637,15,fifo,21.751
Karcher Steel Toe Safety Boots 2000W,أحذية سلامة 2000W,HW-100292,6182893005800,CAT053,,none,185.676,275.745,pcs,Karcher,,10,wac,212.683
HITACHI HAND SAW 10MM,,HW-100293,6948594793995,CAT014,,none,3.711,5.280,PCS,Hitachi,,20,wac,4.143
Truper Garden Cart 25kg,عربات حديقة 25kg,HW-100294,6476100419676,CAT084,,none,20.084,24.286,Nos,Truper,TRU-41471,20,wac,21.848
Truper Galvanized Metal Sheet 40mm.,صفائح معدنية 40mm,HW-100295,6793622890844,CAT097,,none,15.156,19.605,PCS,Truper,TRU-99115,50,wac,17.367
Ingco Aluminium Ladder Large,سلالم ألمنيوم Large,HW-100296,6558386007165,CAT091,,none,KD 16.223,21.712,PCS,Ingco,ING-1957,10,wac,17.576
Ridgid PPR Pipe 16 Gauge,مواسير بي بي آر 16 Gauge,HW-100297,6835937903286,CAT031,,none,12.665,16.943,PCS,Ridgid,RID-83574,5,wac,13.862
Black+Decker Expansion Anchor 4L,مثبتات جدارية 4L,HW-100298,6823975460093,CAT024,,none,7.123,8.631,PCS,Black+Decker,BLA-6552,5,wac,8.543
Ingco Extension Cord Large,وصلات كهرباء Large,HW-100299,6765171300350,CAT042,,none,23.889,32.632,PCS,,ING-15318,10,wac,KD 27.830
Makita Wire Brush 16 Gauge,فرش سلك 16 Gauge,HW-100300,6830659436444,CAT067,,none,16.439,20.551,PCS,,MAK-5815,20,wac,18.059
Total Tile Adhesive Bag 16 Gauge,لاصق بلاط 16 Gauge,HW-100301,6276867535598,CAT071,,none,8.568,10.442,pc,Total,TOT-25226,5,wac,9.477
Sata Dust Mask Respirator 450W,,HW-100302,6687094767093,CAT056,,none,17.595,22.599,PCS,Sata,SAT-95617,15,fifo,19.179
Metabo Portable Generator 650W,,HW-100303,6438206704192,CAT007,,serial,5.877,8.370,PCS,Metabo,MET-93115,50,wac,6.920
Sata Flat Screwdriver 1200W,مفكات 1200W,HW-100304,6249551971479,CAT011,,none,18.507,27.459,PCS,Sata,,20,wac,21.710
Yato Tile Adhesive Bag 18L,لاصق بلاط 18L,HW-100305,6884651147565,CAT071,,none,13.847,19.801,PCS,Yato,YAT-44640,25,wac,15.757
Makita Wheelbarrow 50mm,,HW-100306,6653885587785,CAT073,,none,56.266,82.893,PCS,Makita,MAK-91695,25,fifo,63.643
RIDGID WHEELBARROW 50KG,عربات يدوية 50kg,HW-100307,6647067729839,CAT073,,none,3.344,KD 4.218,PCS,Ridgid,RID-45598,50,wac,3.706
Black+Decker Dust Mask Respirator 24 Gauge,أقنعة تنفس 24 Gauge,HW-100308,6377407051966,CAT056,,none,22.105,27.630,PCS,Black+Decker,BLA-85582,5,wac,25.511
Metabo Door Hinge 1kg,مفصلات أبواب 1kg,HW-100309,6182719582662,CAT075,,none,14.199,17.306,PCS,Metabo,,20,fifo,16.277
Crown Socket Wrench Set XL,مفاتيح ربط XL,HW-100310,6170863410157,CAT010,,none,16.882,22.555,PC,Crown,CRO-14332,25,wac,19.284
DeWalt PVC Conduit Pipe 750W,,HW-100311,6136064686252,CAT041,,none,6.955,8.766,pcs,DeWalt,DEW-42063,15,wac,7.925
Sata Cabinet Hinge 20L,تجهيزات خزائن 20L,HW-100312,6114060082443,CAT078,,none,2.760,3.324,PCS,Sata,SAT-71547,20,wac,3.220
 Black+Decker Padlock 650W ,أقفال 650W,HW-100313,6291299525432,CAT076,,none,24.816,33.811,PC,Black+Decker,BLA-40805,25,fifo,29.394
Makita Circular Saw 20L  ,مناشير دائرية 20L,HW-100314,6312918331458,CAT004,,serial,10.248,15.699,PCS,Makita,MAK-57362,10,wac,11.611
Makita Work Gloves XL,قفازات XL,HW-100315,6325974710398,CAT052,,none,23.723,33.732,PCS,Makita,MAK-52225,25,wac,27.741
Yato Hi-Vis Safety Vest 3/8 inch,سترات عاكسة 3/8 inch,HW-100316,6459836850070,CAT055,,none,6.685,8.460,PCS,Yato,,10,wac,7.770
Black+Decker Gate Valve 750W,صمامات 750W,HW-100317,6183532115420,CAT032,,none,23.494,KD 28.771,PCS,Black+Decker,BLA-42251,25,wac,25.695
Metabo  Work Gloves 9L,قفازات 9L,HW-100318,6632439896727,CAT052,,none,14.997,22.545,pc,Metabo,MET-80204,15,wac,17.545
Total Mini Grinder 9L,صنفرة زاوية 9L,HW-100319,6126941584424,CAT003,,serial,KWD 3.098,4.243,PCS,Total,TOT-50941,25,wac,3.649
Tolsen Angle Grinder 1/4 inch,صنفرة زاوية 1/4 inch,HW-100320,6159461202126,CAT003,,serial,7.846,11.768,pcs,Tolsen,TOL-14291,10,wac,9.142
Total Door Handle Large,مقابض أبواب Large,HW-100321,6544008841467,CAT077,,none,8.173,11.443,PCS,Total,TOT-93291,10,fifo,9.605
Skil Digging Spade Large,مجارف Large,HW-100322,6804915608632,CAT081,,none,22.857,27.705,PCS,Skil,SKI-36512,25,wac,24.721
Hitachi Electrical Cable 9L,كابلات وأسلاك 9L,HW-100323,6182699653021,CAT037,,none,15.838,KD 22.920,PCS,Hitachi,HIT-99149,5,wac,18.425
"Black+Decker Socket Wrench Set 750W,",مفاتيح ربط 750W,HW-100324,6809775134573,CAT010,,none,2.197,2.699,PCS,Black+Decker,BLA-89179,50,fifo,2.438
Total Pop Rivet 16 Gauge,,HW-100325,6592835052303,CAT026,,none,12.393,17.501,PC,Total,,50,wac,13.800
Total Emulsion Paint Medium,دهان مائي Medium,HW-100326,6833174954148,CAT044,,batch,4.868,7.466,Pieces,Total,TOT-39047,10,wac,5.274
Black+Decker PVC Conduit Pipe 16 Gauge,مواسير كهرباء 16 Gauge,HW-100327,6559024501730,CAT041,,none,21.014,28.661,PCS,Black+Decker,BLA-75066,50,wac,23.132
 METABO TOOL KIT 20L PIECES ,طقم عدة 20L,HW-100328,6929039192208,CAT016,,none,18.560,25.872,PCS,Metabo,,25,wac,21.179
Metabo PU Foam Filler 2000W,رغوة عازلة 2000W,HW-100329,6263772768197,CAT062,,batch,1.862,2.753,pcs,Metabo,MET-75406,10,fifo,2.163
 Hitachi Teflon Tape 18L ,شريط لحام وسدادات 18L,HW-100330,6566563405573,CAT035,,none,KD 11.343,15.535,Nos,Hitachi,HIT-66109,15,wac,13.163
BLACK+DECKER HEX BOLT 2000W,صواميل وبراغي 2000W,HW-100331,6986695009583,CAT022,,none,14.379,21.686,PCS,Black+Decker,BLA-12193,5,fifo,16.859
Black+Decker Vernier Caliper 3/4 inch,,HW-100332,6182484270984,CAT089,,none,7.919,12.102,PCS,Black+Decker,BLA-24935,10,wac,9.394
makita steel toe safety boots 16mm,,HW-100333,6537399395501,CAT053,,none,7.679,11.383,PCS,,,25,wac,8.952
