itemSku,unitCost,Shuwaikh Main,Rai Branch,Fahaheel Branch,Ardiya Warehouse
HW-103043,3.605,0,0,10,0
HW-103044,19.395,0,0,0,0
HW-103045,10.182,0,5,3,0
HW-103046,3.690,3,5,0,10
HW-103047,KD 22.943,0,10,0,1
HW-103048,4.804,1,12,0,7
HW-103049,11.062,0,0,4,4
HW-103050,14.415,0,11,2,0
HW-103051,5.119,0,8,1,0
HW-103052,12.268,0,0,0,7
HW-103053,8.504,0,12,0,0
HW-103054,17.939,8,10,11,8
HW-103055,20.690,3,0,0,0
HW-103056,20.824,4,8,7,0
HW-103057,KD 8.431,10,0,0,12
HW-103058,22.542,0,11,0,12
HW-103059,8.871,9,12,0,0
HW-103060,1.397,0,11,5,5
HW-103061,15.165,6,3,4,0
HW-103062,24.544,0,0,0,9
HW-103063,17.173,3,0,7,1
HW-103064,20.297,12,10,5,8
HW-103065,17.163,3,11,1,0
HW-103066,KD 4.951,8,0,0,0
HW-103067,22.835,4,0,0,5
HW-103068,21.143,0,2,8,2
HW-103069,8.553,0,2,0,0
HW-103070,23.200,0,0,0,10
HW-103071,1.930,10,0,0,11
HW-103072,23.976,0,0,0,0
HW-103073,11.035,9,0,0,0
HW-103074,1.757,2,0,0,0
HW-103075,0.175,0,0,7,0
HW-103076,15.158,1,0,0,0
HW-103077,22.316,4,0,0,4
HW-103078,6.491,0,11,0,0
HW-103079,4.823,0,5,0,7
HW-103080,KD 16.538,0,7,0,0
HW-103081,11.328,0,7,5,4
HW-103082,16.787,0,0,1,0
HW-103083,8.710,5,0,2,1
HW-103084,3.003,8,1,0,4
HW-103085,16.361,0,0,6,6
HW-103086,6.916,0,0,0,4
HW-103087,24.185,9,0,1,0
HW-103088,6.853,0,0,0,0
HW-103089,105.556,0,7,4,0
HW-103090,102.770,0,2,7,0
HW-103091,23.541,0,6,8,0
HW-103092,KWD 18.958,10,0,6,7
HW-103093,14.376,5,0,0,5
HW-103094,KD 11.591,11,11,0,2
HW-103095,2.240,0,12,0,3
HW-103096,17.772,0,11,9,0
HW-103097,23.004,0,0,0,11
HW-103098,10.238,3,0,0,0
HW-103099,20.787,1,6,5,0
HW-103100,16.058,0,0,0,0
HW-103101,80.442,0,4,1,0
HW-103102,4.971,6,0,0,1
HW-103103,10.482,0,10,4,5
HW-103104,245.186,0,0,7,0
HW-103105,KWD 9.280,0,0,0,12
HW-103106,11.713,0,0,0,3
HW-103107,22.418,0,0,0,1
HW-103108,16.227,10,0,0,11
HW-103109,7.004,0,0,0,0
HW-103110,128.942,6,0,0,0
HW-103111,6.893,3,8,0,0
HW-103112,1.331,8,11,0,0
HW-103113,17.867,0,8,9,0
HW-103114,3.794,0,0,6,0
HW-103115,4.400,7,0,10,1
HW-103116,5.712,9,0,7,0
HW-103117,11.845,5,6,8,0
HW-103118,5.151,0,0,0,8
HW-103119,11.964,0,8,6,2
HW-103120,14.073,0,6,6,0
HW-103121,23.067,0,0,0,0
HW-103122,0.449,0,0,12,0
HW-103123,25.034,0,0,0,0
HW-103124,24.172,0,0,0,0
HW-103125,24.442,7,10,2,0
HW-103126,16.453,0,0,2,0
HW-103127,5.338,0,2,5,0
HW-103128,17.429,0,12,0,0
HW-103129,8.636,1,10,2,0
HW-103130,KD 2.682,4,9,0,0
HW-103131,17.513,0,2,3,0
HW-103132,12.734,0,0,0,0
HW-103133,KWD 21.778,2,0,12,0
HW-103134,6.629,0,0,9,0
HW-103135,3.354,5,4,11,0
HW-103136,3.109,7,3,9,0
HW-103137,1.035,4,6,1,6
HW-103138,4.231,0,4,0,0
HW-103139,17.178,3,0,12,0
HW-103140,23.645,0,11,0,2
HW-103141,14.053,0,0,0,0
HW-103142,24.093,11,0,9,9
HW-103143,23.075,1,7,9,9
HW-103144,21.767,10,0,7,11
HW-103145,15.748,2,10,0,0
HW-103146,KWD 11.163,11,0,0,0
HW-103147,5.265,0,0,0,5
HW-103148,15.045,6,9,7,0
HW-103149,18.116,9,0,0,0
HW-103150,17.448,5,0,7,0
HW-103151,3.439,0,0,8,9
HW-103152,6.098,0,0,0,0
HW-103153,21.042,6,0,4,0
HW-103154,KWD 10.928,2,0,0,8
HW-103155,KWD 22.877,0,0,0,12
HW-103156,24.956,9,0,0,12
HW-103157,291.625,0,7,0,10
HW-103158,24.451,0,0,5,6
HW-103159,21.063,0,0,0,12
HW-103160,24.389,0,8,5,3
HW-103161,11.534,0,7,0,8
HW-103162,10.730,0,0,11,7
HW-103163,KWD 11.941,7,0,0,8
HW-103164,2.487,6,0,5,1
HW-103165,20.364,0,0,2,11
HW-103166,7.970,0,0,0,10
HW-103167,20.168,0,11,9,0
HW-103168,19.367,0,2,1,0
HW-103169,21.993,0,5,4,0
HW-103170,20.390,0,0,0,10
HW-103171,KD 19.756,0,0,0,0
HW-103172,0.964,7,0,2,0
HW-103173,12.677,10,0,0,3
HW-103174,9.789,0,12,11,0
HW-103175,11.168,0,0,2,0
HW-103176,7.291,0,0,0,0
HW-103177,9.383,0,0,4,0
HW-103178,6.355,0,9,0,0
HW-103179,5.030,12,8,5,0
HW-103180,96.145,0,11,0,0
HW-103181,0.682,0,0,0,0
HW-103182,KWD 5.698,7,5,0,0
HW-103183,23.624,8,0,0,0
HW-103184,3.372,0,3,0,7
HW-103185,16.666,0,3,3,0
HW-103186,5.174,0,8,4,12
HW-103187,21.390,8,9,2,0
HW-103188,17.583,3,0,0,0
HW-103189,19.001,0,0,0,0
HW-103190,2.768,0,0,3,11
HW-103191,14.576,0,1,0,0
HW-103192,19.500,0,0,0,0
HW-103193,22.722,7,0,0,0
HW-103194,13.496,0,0,0,7
HW-103195,6.193,0,4,3,6
HW-103196,15.514,0,0,0,0
HW-103197,KWD 17.281,0,0,0,0
HW-103198,2.568,0,4,0,0
HW-103199,94.530,5,9,0,3
HW-103200,13.332,0,4,0,8
HW-103201,23.296,0,9,0,0
HW-103202,2.567,2,0,0,0
HW-103203,7.542,0,7,0,0
HW-103204,24.577,9,5,10,0
HW-103205,1.464,0,12,0,4
HW-103206,23.230,0,0,0,12
HW-103207,16.876,0,0,5,0
HW-103208,24.534,11,0,10,0
HW-103209,5.339,12,0,3,0
HW-103210,9.442,0,0,0,0
HW-103211,21.184,10,7,12,8
HW-103212,6.945,12,3,12,0
HW-103213,23.248,0,0,2,0
HW-103214,11.184,0,2,0,0
HW-103215,KWD 5.795,5,12,0,0
HW-103216,21.532,5,0,0,11
HW-103217,210.531,0,3,0,0
HW-103218,19.749,0,10,5,0
HW-103219,10.494,5,0,0,0
HW-103220,21.122,0,0,10,6
HW-103221,10.637,2,0,12,9
HW-103222,KWD 11.093,0,8,0,3
HW-103223,4.330,10,0,0,10
HW-103224,7.928,0,1,0,1
HW-103225,10.915,0,0,8,0
HW-103226,20.394,0,0,10,4
HW-103227,2.389,1,0,12,5
HW-103228,5.376,12,0,7,0
HW-103229,12.109,11,0,0,0
HW-103230,11.092,0,7,9,1
HW-103231,KWD 12.356,0,0,0,0
HW-103232,KD 20.635,3,2,1,0
HW-103233,8.442,0,0,10,3
HW-103234,23.831,0,0,2,4
HW-103235,KWD 2.277,4,9,2,0
HW-103236,9.606,5,7,2,11
HW-103237,22.368,0,2,0,11
HW-103238,0.162,2,3,3,0
HW-103239,8.356,2,0,10,9
HW-103240,16.729,0,0,0,2
HW-103241,18.713,11,10,1,4
HW-103242,4.085,0,8,0,2
HW-103243,23.849,0,0,0,0
HW-103244,13.458,0,7,3,6
HW-103245,KD 10.325,0,0,0,0
HW-103246,8.804,0,11,0,5
HW-103247,7.426,0,3,0,0
HW-103248,9.319,0,0,0,12
HW-103249,7.292,0,0,0,0
HW-103250,22.978,12,8,0,0
HW-103251,12.222,10,0,2,0
HW-103252,3.793,2,0,3,0
HW-103253,22.138,3,0,2,8
HW-103254,2.076,0,0,0,10
HW-103255,18.772,0,4,11,0
HW-103256,23.520,5,0,0,2
HW-103257,11.089,10,12,3,0
HW-103258,1.304,6,0,10,9
HW-103259,19.424,0,0,0,11
HW-103260,109.835,4,8,0,9
HW-103261,8.875,0,0,0,1
HW-103262,11.510,6,0,10,6
HW-103263,6.283,0,0,12,0
HW-103264,10.668,7,0,8,1
HW-103265,1.305,0,11,0,5
HW-103266,10.153,9,0,0,3
HW-103267,21.129,0,10,0,0
HW-103268,12.906,9,0,9,10
HW-103269,KD 14.448,11,0,10,0
HW-103270,5.018,0,0,0,1
HW-103271,24.370,0,0,0,8
HW-103272,4.709,1,0,0,0
HW-103273,176.720,0,1,0,10
HW-103274,24.462,6,6,0,0
HW-103275,11.089,8,0,3,0
HW-103276,KD 12.488,3,0,0,0
HW-103277,11.859,12,0,0,10
HW-103278,18.784,0,0,5,12
HW-103279,20.754,0,0,0,0
HW-103280,2.802,10,12,0,5
HW-103281,5.425,0,7,2,0
HW-103282,9.354,0,0,8,0
HW-103283,24.901,0,0,7,7
HW-103284,KWD 3.512,7,0,0,2
HW-103285,14.225,10,0,1,12
HW-103286,2.811,10,0,7,0
HW-103287,KWD 15.304,7,2,0,0
HW-103288,4.008,6,1,0,0
HW-103289,19.730,9,0,0,0
HW-103290,5.349,0,0,4,0
HW-103291,12.150,8,12,0,0
HW-103292,4.875,12,0,0,11
HW-103293,287.772,0,0,0,0
HW-103294,22.333,2,10,4,12
HW-103295,6.624,3,0,6,0
HW-103296,17.150,0,0,0,0
HW-103297,4.749,8,12,10,11
HW-103298,14.544,0,0,0,0
HW-103299,21.848,1,0,0,0
HW-103300,KWD 23.989,7,12,0,0
HW-103301,7.992,4,6,0,7
HW-103302,6.516,4,0,0,0
HW-103303,20.710,5,0,3,0
HW-103304,11.811,0,12,7,7
HW-103305,24.465,4,0,6,0
HW-103306,17.364,0,7,12,0
HW-103307,10.799,5,12,0,5
HW-103308,KD 13.397,0,0,9,0
HW-103309,14.280,12,1,11,0
HW-103310,22.135,6,0,0,9
HW-103311,14.612,7,0,6,10
HW-103312,20.708,0,0,0,0
HW-103313,7.111,0,0,12,0
HW-103314,137.858,0,0,0,12
HW-103315,KWD 19.754,4,9,0,0
HW-103316,8.993,2,10,8,0
HW-103317,22.798,3,11,0,4
HW-103318,16.510,10,7,0,0
HW-103319,141.517,5,1,8,7
HW-103320,8.826,8,3,10,4
HW-103321,18.058,11,0,5,10
HW-103322,19.875,0,8,0,2
HW-103323,16.120,10,1,2,0
HW-103324,68.392,0,0,10,12
HW-103325,8.262,0,0,0,0
HW-103326,10.056,0,0,11,12
HW-103327,9.104,6,0,0,0
HW-103328,20.376,0,9,6,4
HW-103329,10.717,0,0,0,3
HW-103330,22.903,11,0,0,0
HW-103331,16.181,2,12,11,1
HW-103332,15.630,3,0,0,9
HW-101381,0.262,1,4,1,0
HW-103334,24.873,0,0,9,0
HW-103335,4.611,0,0,0,9
HW-103336,5.350,7,9,2,10
HW-103337,11.711,6,0,12,0
HW-103338,5.780,0,0,0,0
HW-103339,9.774,1,4,0,0
HW-103340,0.250,0,0,1,0
HW-103341,19.533,3,0,0,11
HW-103342,22.328,0,0,0,3
HW-103343,5.900,0,0,10,0
HW-103344,2.605,0,0,0,8
HW-103345,22.158,0,2,10,0
HW-103346,12.121,0,0,2,0
HW-103347,10.726,3,0,2,0
HW-103348,14.239,3,0,0,0
HW-103349,0.618,0,1,8,0
HW-103350,7.450,0,0,0,3
HW-103351,1.022,0,6,0,2
HW-103352,9.262,11,0,3,0
HW-103353,22.298,1,11,0,7
HW-103354,20.413,0,0,11,0
HW-103355,23.249,0,10,12,0
HW-103356,13.846,0,0,9,6
HW-103357,21.735,0,0,7,1
HW-103358,8.964,1,6,1,0
HW-103359,14.740,9,0,1,0
HW-103360,8.552,0,0,8,0
HW-103361,12.856,5,10,3,11
HW-103362,KWD 1.247,6,2,0,0
HW-103363,6.334,0,0,0,0
HW-103364,8.572,0,0,0,2
HW-103365,14.249,9,8,3,0
HW-103366,11.985,11,12,0,0
HW-103367,5.891,0,0,0,0
HW-103368,1.767,0,10,10,11
HW-103369,1.046,0,0,12,5
HW-103370,21.293,11,0,1,6
HW-103371,16.104,0,3,12,7
HW-103372,13.966,0,8,0,0
HW-103373,1.986,0,0,8,7
HW-103374,17.339,0,0,0,11
HW-103375,96.262,0,0,3,0
HW-103376,3.682,0,0,0,0
HW-103377,17.569,8,0,0,0
HW-103378,6.870,3,2,0,0
HW-103379,KD 22.581,9,1,0,0
HW-103380,2.171,7,0,6,2
HW-103381,9.471,0,0,5,8
HW-103382,16.867,0,0,0,10
HW-103383,KD 6.708,0,2,0,5
HW-103384,12.075,0,0,2,0
HW-103385,17.361,0,5,0,0
HW-103386,13.316,0,0,12,0
HW-103387,1.166,0,0,0,3
HW-103388,15.143,0,1,0,0
HW-103389,21.522,1,0,3,8
HW-103390,19.109,4,0,4,0
HW-103391,KWD 1.956,5,5,0,0
HW-103392,20.479,5,0,0,6
HW-103393,8.029,5,11,0,9
HW-103394,11.343,0,12,0,3
HW-103395,5.063,5,0,10,0
HW-103396,8.131,0,0,0,0
HW-103397,4.047,8,0,0,4
HW-103398,15.906,0,0,12,10
HW-103399,0.173,0,5,11,0
HW-103400,21.509,0,8,0,0
HW-103401,23.748,0,0,12,5
HW-103402,KWD 8.374,12,0,0,9
HW-103403,19.314,4,0,6,11
HW-103404,6.484,0,2,6,12
HW-103405,19.308,0,8,0,0
HW-103406,18.090,1,12,0,0
HW-103407,KD 21.802,0,5,0,0
HW-103408,0.706,4,0,1,0
HW-103409,13.220,0,9,0,3
HW-103410,14.472,0,0,0,0
HW-103411,6.268,0,9,9,6
HW-103412,KWD 4.617,5,11,0,0
HW-103413,3.368,0,8,0,0
HW-103414,10.244,0,0,0,0
HW-103415,KD 2.652,0,2,9,0
HW-103416,4.572,7,2,0,6
HW-103417,13.278,0,0,0,7
HW-103418,21.827,0,12,10,0
HW-103419,20.014,0,7,0,4
HW-103420,8.919,11,9,0,8
HW-103421,9.346,0,0,0,0
HW-103422,KD 14.638,0,0,0,0
HW-103423,5.274,5,0,4,12
HW-103424,16.824,9,0,0,0
HW-103425,6.082,0,6,0,6
HW-103426,8.730,12,8,0,0
HW-103427,0.404,1,4,11,0
HW-103428,22.542,0,0,1,5
HW-103429,17.056,0,1,8,0
HW-103430,6.085,0,0,0,1
HW-103431,24.478,9,0,0,0
HW-103432,12.988,0,0,6,4
HW-103433,7.473,4,6,0,0
HW-103434,3.447,5,4,0,12
HW-103435,15.860,0,4,0,7
HW-103436,7.421,6,9,1,0
HW-103437,14.499,0,0,0,0
HW-103438,9.431,0,0,4,6
HW-103439,16.393,0,0,11,5
HW-103440,1.273,12,0,12,0
HW-103441,21.919,0,5,10,12
HW-103442,21.862,0,0,0,0
HW-103443,13.958,7,0,0,5
HW-103444,11.737,4,0,0,0
HW-103445,11.376,7,0,0,10
HW-103446,21.231,11,0,0,10
HW-103447,2.704,0,0,3,0
HW-103448,KWD 23.725,0,2,0,2
HW-103449,0.309,0,0,0,0
HW-103450,20.863,11,0,0,0
HW-103451,0.306,0,0,0,5
HW-103452,4.407,0,4,4,0
HW-103453,KWD 16.932,5,6,7,0
HW-103454,20.381,0,7,11,0
HW-103455,181.914,0,10,0,4
HW-103456,7.717,0,0,6,0
HW-103457,19.134,8,8,0,0
HW-103458,22.175,12,0,8,0
HW-103459,10.277,2,0,0,0
HW-103460,52.555,6,0,0,4
HW-103461,17.737,9,0,4,0
HW-103462,3.681,0,0,0,0
HW-103463,KD 4.976,0,11,0,0
HW-103464,11.584,0,6,12,12
HW-103465,9.662,0,0,0,0
HW-103466,53.762,1,10,1,0
HW-103467,23.248,0,6,10,0
HW-103468,9.524,0,0,0,0
HW-103469,KD 3.369,0,1,0,8
HW-103470,24.446,2,11,0,0
HW-103471,11.349,0,0,0,0
HW-103472,20.529,4,7,12,0
HW-103473,14.469,0,0,0,0
HW-103474,15.561,0,0,0,0
HW-103475,203.948,11,6,10,4
HW-103476,3.493,0,0,2,0
HW-103477,7.332,0,4,9,0
HW-103478,KD 18.619,11,6,0,0
HW-103479,2.547,10,3,1,3
HW-103480,16.191,0,0,0,0
HW-103481,3.690,9,6,0,0
HW-103482,13.974,0,0,1,0
HW-103483,13.370,0,4,0,8
HW-103484,10.942,9,0,11,10
HW-103485,11.323,6,2,0,0
HW-103486,KWD 12.899,0,0,11,0
HW-103487,18.852,2,0,10,7
HW-103488,18.167,2,0,0,4
HW-103489,5.919,0,12,0,0
HW-103490,22.866,12,0,9,0
HW-102359,24.324,0,0,7,0
HW-103492,21.927,12,7,0,7
HW-103493,15.208,2,0,0,4
HW-103494,11.027,7,0,12,6
HW-103495,10.651,6,0,11,0
HW-103496,23.190,0,9,1,3
HW-103497,7.426,9,3,12,0
HW-103498,14.785,6,0,0,3
HW-103499,8.787,9,0,0,5
HW-103500,13.281,0,0,7,0
HW-103501,11.398,0,9,0,0
HW-103502,12.385,3,9,0,0
HW-103503,0.942,8,0,2,0
HW-103504,5.012,0,9,11,0
HW-103505,4.825,0,1,11,5
HW-103506,3.315,6,0,0,0
HW-103507,17.738,8,0,0,9
HW-103508,24.228,10,9,0,0
HW-103509,KWD 13.727,0,0,4,7
HW-103510,3.249,5,0,0,4
HW-103511,KWD 16.708,2,10,0,0
HW-103512,3.659,0,5,0,10
HW-103513,23.410,0,9,6,0
HW-103514,20.804,1,0,0,11
HW-103515,21.876,9,2,0,0
HW-103516,0.898,0,0,0,0
HW-103517,11.818,0,10,1,0
HW-103518,11.967,0,8,0,0
HW-103519,18.628,0,0,7,0
HW-103520,16.584,6,5,0,0
HW-103521,5.444,0,9,0,0
HW-103522,7.489,4,8,0,0
HW-103523,23.401,0,4,0,9
HW-103524,3.166,1,0,0,5
HW-103525,13.721,3,12,6,0
HW-103526,24.960,0,4,7,0
HW-103527,12.214,3,0,8,12
HW-103528,12.783,0,0,0,9
HW-103529,20.890,4,0,6,1
HW-103530,13.522,0,0,12,10
HW-103531,7.728,0,0,0,0
HW-103532,64.036,1,8,4,0
HW-103533,2.011,8,3,0,11
HW-103534,2.280,0,0,0,12
HW-103535,1.700,0,0,0,12
HW-103536,KD 8.169,0,4,5,8
HW-103537,9.992,0,3,9,0
HW-103538,19.194,5,8,0,12
HW-103539,4.925,8,0,9,8
HW-103540,6.393,0,2,0,0
HW-103541,3.926,6,3,2,6
HW-103542,158.313,9,0,2,6
HW-103543,7.185,0,0,0,0
HW-103544,18.220,4,5,4,10
HW-103545,10.679,4,0,9,0
HW-103546,13.947,0,0,0,6
HW-103547,6.701,10,0,9,11
HW-103548,8.517,9,0,12,4
HW-103549,20.087,0,6,6,0
HW-103550,14.711,0,11,7,0
HW-103551,5.860,6,0,0,10
HW-103552,213.875,0,0,0,0
HW-103553,9.773,6,0,2,0
HW-103554,19.761,0,3,3,1
HW-103555,KWD 8.541,10,5,2,0
HW-103556,8.791,0,0,10,0
HW-103557,12.706,0,0,0,6
HW-103558,21.600,5,0,11,0
HW-103559,4.332,0,0,0,0
HW-103560,6.540,0,0,0,0
HW-103561,KD 4.959,0,0,1,1
HW-103562,1.850,0,0,0,0
HW-103563,14.216,0,1,0,0
HW-103564,19.474,0,0,9,0
HW-100726,KD 1.403,0,0,0,0
HW-103566,5.580,0,12,0,9
HW-103567,20.845,8,0,0,8
HW-103568,21.230,11,0,0,0
HW-103569,12.118,3,0,7,0
HW-103570,119.592,3,0,5,6
HW-103571,KD 19.520,0,0,2,11
HW-103572,10.067,0,0,0,4
HW-103573,12.287,2,0,0,0
HW-103574,19.005,0,0,0,0
HW-103575,KWD 23.273,0,0,0,7
HW-103576,7.759,3,0,10,10
HW-103577,6.444,3,0,11,12
HW-103578,12.764,3,0,0,0
HW-103579,9.787,0,10,9,5
HW-103580,4.964,0,0,0,4
HW-103581,15.249,0,0,0,11
HW-103582,2.966,8,10,0,0
HW-103583,255.458,0,12,2,3
HW-103584,3.218,0,0,3,12
HW-103585,6.368,0,7,10,0
HW-103586,17.514,0,0,8,0
HW-103587,2.572,0,5,2,0
HW-103588,13.776,6,0,11,0
HW-103589,2.495,0,7,0,0
HW-103590,5.752,0,0,0,8
HW-103591,9.298,4,0,0,6
HW-103592,KWD 15.096,0,5,5,4
HW-103593,6.680,0,0,0,0
HW-103594,13.643,0,0,8,0
HW-103595,KWD 12.665,0,0,0,0
HW-103596,1.612,0,8,0,0
HW-103597,9.382,3,0,5,4
HW-103598,20.384,0,11,8,6
HW-103599,23.323,3,0,0,1
HW-103600,5.946,8,0,0,0
HW-103601,18.215,0,0,0,0
HW-103602,18.418,0,0,0,0
HW-103603,22.005,0,0,3,6
HW-103604,7.178,12,2,7,6
HW-103605,8.596,5,7,0,0
HW-103606,2.251,6,0,3,2
HW-103607,4.348,0,2,10,0
HW-103608,6.914,0,0,0,1
HW-103609,22.706,0,3,0,0
HW-103610,4.850,8,0,0,8
HW-103611,2.229,0,2,6,7
HW-103612,21.772,0,0,1,0
HW-103613,7.880,0,0,3,0
HW-103614,2.878,1,0,11,0
HW-103615,17.082,0,0,7,0
HW-103616,14.955,5,10,5,0
HW-103617,15.688,1,0,11,11
HW-103618,15.212,1,8,0,0
HW-103619,KD 7.985,8,0,11,0
HW-103620,180.685,0,0,0,0
HW-103621,19.666,4,0,9,0
HW-103622,4.832,0,9,12,0
HW-103623,4.513,0,0,6,2
HW-103624,KWD 71.001,7,0,0,0
HW-103625,20.120,0,0,10,11
HW-103626,24.513,0,0,3,6
HW-103627,17.130,0,2,12,11
HW-103628,KWD 1.289,0,0,3,0
HW-103629,0.891,12,0,9,0
HW-103630,16.067,0,7,6,0
HW-103631,16.915,6,0,0,5
HW-103632,4.400,3,0,0,10
HW-103633,1.276,12,0,0,0
HW-103634,24.569,4,0,0,0
HW-103635,6.847,9,7,4,0
HW-103636,13.815,9,3,0,8
HW-103637,12.234,0,6,3,0
HW-103638,6.284,4,0,0,0
HW-103639,8.310,1,0,1,3
HW-103640,19.939,0,0,12,0
HW-103641,140.747,5,0,3,0
HW-103642,8.275,0,2,0,0
HW-103643,10.617,1,1,0,8
HW-103644,2.941,0,0,0,11
HW-103645,22.708,0,0,0,4
HW-103646,24.283,0,10,0,0
HW-103647,6.821,0,11,12,3
HW-103648,5.126,8,12,0,6
HW-103649,2.493,0,0,0,0
HW-103650,23.995,0,0,0,0
HW-103651,14.417,0,0,2,9
HW-103652,19.401,6,0,2,0
HW-103653,16.473,11,0,2,12
HW-103654,3.351,0,0,12,0
HW-103655,17.637,0,0,6,0
HW-103656,22.184,0,0,11,8
HW-103657,KWD 75.773,0,0,11,0
HW-103658,12.654,5,0,0,0
HW-103659,KWD 1.814,0,0,0,7
HW-103660,6.403,1,0,0,3
HW-103661,5.927,0,6,0,12
HW-103662,24.092,0,10,0,0
HW-103663,1.155,0,11,0,0
HW-103664,8.315,4,0,12,0
HW-103665,24.456,1,0,10,4
HW-103666,19.325,10,0,0,0
HW-103667,6.811,11,2,5,10
HW-103668,1.392,0,0,3,3
HW-103669,16.927,0,12,0,4
HW-103670,21.291,3,0,0,0
HW-103671,KD 64.579,7,0,11,0
HW-103672,9.609,5,0,0,0
HW-103673,KD 21.904,0,0,3,3
HW-103674,14.142,2,2,10,3
HW-103675,21.574,4,0,0,0
HW-103676,KD 19.919,3,0,12,0
HW-103677,14.260,4,11,2,0
HW-103678,7.851,2,0,0,10
HW-103679,13.428,4,0,2,7
HW-103680,16.167,0,0,8,3
HW-103681,5.729,0,3,4,4
HW-103682,16.927,0,1,0,0
HW-103683,14.151,4,1,2,0
HW-103684,14.175,10,0,0,0
HW-103685,KWD 15.542,5,0,9,0
HW-103686,KWD 21.718,0,3,0,0
HW-103687,19.311,6,4,0,0
HW-103688,7.149,0,0,12,0
HW-103689,KWD 4.590,2,10,0,9
HW-103690,20.880,0,6,0,6
HW-103691,3.523,0,0,0,0
HW-103692,10.417,6,0,0,11
HW-103693,8.516,0,12,0,3
HW-103694,40.600,9,0,5,1
HW-103695,13.119,7,7,6,0
HW-103696,2.154,2,0,9,0
HW-103697,3.759,3,0,0,0
HW-103698,1.811,0,0,0,0
HW-103699,20.070,9,2,0,4
HW-103700,6.024,9,12,0,0
HW-103701,15.292,0,0,0,1
HW-100849,24.749,0,0,10,5
HW-103703,12.840,5,0,10,0
HW-103704,3.870,2,0,0,0
HW-103705,18.369,8,0,0,0
HW-103706,19.598,7,0,0,8
HW-103707,19.192,5,0,0,12
HW-103708,19.357,11,11,10,0
HW-103709,20.159,0,2,12,0
HW-103710,181.362,0,7,9,0
HW-103711,16.608,12,0,8,11
HW-103712,KWD 22.543,4,0,2,6
HW-103713,24.197,4,1,12,11
HW-103714,9.974,0,0,10,0
HW-103715,16.365,0,0,10,0
HW-103716,15.828,0,7,0,0
HW-103717,15.499,0,12,0,7
HW-103718,17.083,0,1,0,0
HW-103719,1.443,0,10,11,0
HW-103720,KD 16.176,0,9,0,0
HW-103721,0.343,0,2,4,12
HW-103722,KWD 11.366,2,6,0,0
HW-103723,3.647,0,0,0,8
HW-103724,10.751,0,0,0,0
HW-103725,21.236,8,0,11,0
HW-103726,12.846,0,0,0,8
HW-103727,6.831,8,12,0,6
HW-103728,20.531,0,4,0,7
HW-103729,1.591,0,0,2,0
HW-103730,15.518,12,7,4,0
HW-103731,3.068,0,2,6,2
HW-103732,23.022,4,3,0,0
HW-103733,17.179,0,0,11,0
HW-103734,22.847,0,6,0,7
HW-103735,11.629,0,0,6,2
HW-103736,21.069,1,0,0,1
HW-103737,6.547,0,10,0,0
HW-103738,11.382,0,0,0,9
HW-103739,5.382,0,0,0,10
HW-103740,8.338,0,0,3,7
HW-103741,14.665,0,0,0,7
HW-103742,4.764,0,8,0,0
HW-103743,23.646,0,0,12,0
HW-103744,0.600,0,3,8,0
HW-103745,20.987,3,12,3,2
HW-103746,1.840,0,6,0,0
HW-103747,16.943,9,0,0,2
HW-103748,9.728,0,9,1,0
HW-103749,14.058,6,0,2,0
HW-103750,18.030,0,0,0,11
HW-103751,3.493,0,0,0,11
HW-103752,20.544,6,0,11,0
HW-103753,24.013,0,0,3,0
HW-103754,19.975,0,0,0,0
HW-103755,KD 10.779,0,3,0,11
HW-103756,KD 19.648,0,0,2,0
HW-103757,8.254,3,0,2,0
HW-103758,17.573,1,0,0,0
HW-103759,10.673,0,7,0,11
HW-103760,10.936,0,0,0,10
HW-103761,0.913,6,0,0,8
HW-103762,KWD 14.154,12,0,0,4
HW-103763,KD 9.151,10,4,4,9
HW-103764,12.224,0,0,0,9
HW-103765,1.136,5,0,12,0
HW-103766,19.286,0,6,0,9
HW-103767,17.889,6,3,1,10
HW-103768,KWD 20.790,0,0,0,0
HW-103769,KD 13.432,3,2,0,6
HW-103770,18.156,3,7,2,0
HW-103771,24.570,11,0,1,9
HW-103772,19.231,0,0,7,0
HW-103773,4.153,6,6,5,12
HW-103774,12.318,0,0,1,0
HW-103775,12.054,12,0,0,1
HW-103776,104.598,12,0,0,8
HW-103777,18.354,3,0,8,2
HW-103778,12.441,7,6,3,12
HW-103779,76.144,0,8,7,0
HW-103780,8.663,12,0,0,0
HW-103781,11.075,0,6,1,4
HW-103782,6.573,0,3,0,0
HW-103783,11.091,7,0,0,0
HW-103784,12.281,7,2,0,0
HW-103785,18.005,12,6,0,0
HW-103786,3.114,0,2,0,11
HW-103787,18.864,8,0,4,4
HW-103788,20.830,8,11,1,0
HW-103789,3.031,0,9,7,9
HW-103790,23.031,0,0,5,0
HW-103791,21.111,10,0,0,2
HW-103792,1.439,0,0,0,12
HW-103793,10.450,1,9,0,1
HW-103794,13.043,0,3,8,4
HW-103795,23.372,4,3,3,8
HW-103796,16.448,5,4,0,0
HW-103797,11.029,0,0,0,0
HW-103798,20.133,0,1,0,0
HW-103799,20.914,0,2,1,0
HW-103800,6.848,5,0,8,0
HW-103801,1.664,0,0,11,7
HW-103802,KD 277.187,4,0,0,9
