Item Code,Description,Description (AR),Barcode,Category,UOM,Cost,Retail,Re-Order Qty,Notes,Mfr Part No,Brand
HW-100166,Makita Ready Mix Mortar 1/4 inch,أسمنت وملاط 1/4 inch,6467523616027,Cement  & Mortar,pc,0.999,1.402,50,Makita Cement & Mortar - MAK-45306,MAK-45306,Makita
HW-100167,DeWalt Garden Cart 25kg,,6108299016267,Wheelbarrows & Carts,Nos,13.570,19.288,25,DeWalt Wheelbarrows & Carts - DEW-4789,DEW-4789,DeWalt
HW-100168,Metabo Wheelbarrow XL,عربات يدوية XL,6956758742831, Wheelbarrows ,PCS,23.507,28.242,20,,MET-28036,Metabo
HW-100169,Sata Garden Hose 25kg,خراطيم ورشاشات 25kg,6618497800794,Hoses & Sprinklers.,PCS,21.218,KWD 26.122,25,Sata Hoses & Sprinklers - SAT-99755,,Sata
HW-100170,Crown Plastic Water Tank 2000W,خزانات مياه 2000W,6504761223643,Water Tanks.,PCS,14.218,16.837,10,Crown Water Tanks - CRO-17032,,Crown
HW-100171,Makita MIG Welder 3/8 inch,ماكينات لحام 3/8 inch,6148097579960,Welding Machines,PCS,24.495,31.146,25,Makita Welding Machines - MAK-50555,MAK-50555,Makita
HW-100172,DeWalt Aluminium Ladder Small,سلالم ألمنيوم Small,6332211477447,Aluminium Ladders,PCS,1.962,2.526,20,,DEW-96685,DeWalt
HW-100173,Black+Decker Mig Welder 50Kg,ماكينات لحام 50kg,6746675972735,Welding Machines,PCS,11.722,15.899,25,,BLA-33223,Black+Decker
HW-100174,SATA PLATFORM LADDER 24 GAUGE,سلالم منصة 24 Gauge,6346173350485,Platform Ladders,PCS,20.554,29.394,15,Sata Platform Ladders - SAT-55945,SAT-55945,Sata
HW-100175,"Al-Fanar Tape Measure 20 Gauge,",أشرطة قياس 20 Gauge,6534075429848,Tape Measures,PCS,21.999,28.776,15,Al-Fanar Tape Measures - AL--17208,,Al-Fanar
HW-100176,Al-Fanar Wood Router 10mm,مسويات وروترات 10mm,6794206140207,Planers & Routers,Nos,KWD 1.446,KWD 1.730,5,Al-Fanar Planers & Routers - AL--49880,,Al-Fanar
HW-100177,Ingco Inverter Generator 18 Gauge,مولدات كهرباء 18 Gauge,6969988434761,GENERATORS,PCS,15.741,22.124,10,Ingco Generators - ING-75619,ING-75619,Ingco
HW-100178,Karcher Sprinkler Head XL,خراطيم ورشاشات XL,6245359769122,Hoses & Sprinklers,PCS,15.015,20.652,15,,KAR-36209,Karcher
HW-100179,Truper Common Nail 900W,مسامير 900W,6251017354287,Nails,PCS,20.451,28.814,50,Truper Nails - TRU-17382,TRU-17382,Truper
HW-100180,Tolsen Construction Adhesive 18L,لاصق إنشائي 18L,6177808083128,Construction Adhesive.,PCS,15.482,22.263,5,Tolsen Construction Adhesive - TOL-34826,TOL-34826,Tolsen
HW-100181,Truper Steel Toe Safety Boots 1500W,,6703319912275,Safety Boots,PCS,10.673,15.347,50,Truper Safety Boots - TRU-35544,TRU-35544,Truper
HW-100182,DeWalt Wood Screw 22 Gauge,براغي خشب 22 Gauge,6362377865792,Wood Screws,PCS,0.798,1.012,50,,DEW-70780,DeWalt
HW-100183,Ingco Door Hinge 10kg,,6363507700898,Door Hinges,pc,9.047,12.428,15,Ingco Door Hinges - ING-39607,ING-39607,Ingco
HW-100184,Black+Decker Spray Paint Can 3/8 inch,بخاخ دهان 3/8 inch,6814141421953,Spray Paint,PCS,2.942,3.565,25,,BLA-37783,Black+Decker
HW-100185,Ridgid Adjustable Wrench 20 Gauge,مفاتيح ربط 20 Gauge,6409709528326,Wrenches,pcs,10.787,14.625,15,,RID-73077,Ridgid
HW-100186,AL-FANAR MACHINE SCREW 5KG,براغي آلات 5kg,6453697922727,Machine Screws,PCS,1.012,1.423,10,Al-Fanar Machine Screws - AL--97349,AL--97349,Al-Fanar
HW-100187,Crown Work Gloves 20L,قفازات 20L,6191074419409,Gloves,PCS,4.257,6.493,15,Crown Gloves - CRO-52501,CRO-52501,Crown
HW-100188,"Stanley Kitchen Mixer Large,",حنفيات وخلاطات Large,6542055183615,Taps & Mixers,PCS,KWD 13.173,KWD 17.094,5,Stanley Taps & Mixers - STA-65008,STA-65008,Stanley
HW-100189,Stanley Enamel Paint 2000W,,6220153541621,Enamel Paint,PCS,212.362,291.525,10,,STA-59104,Stanley
HW-100190,bosch door hinge 18l,مفصلات أبواب 18L,6193678007688,Door Hinges,Nos,3.285,4.053,5,Bosch Door Hinges - BOS-68502,BOS-68502,Bosch
HW-100191,Karcher Digging Spade 18L,مجارف 18L,6676008497428,  Shovels & Spades,PCS,13.920,17.189,20,Karcher Shovels & Spades - KAR-86283,,Karcher
HW-100192,Gulf Star Circular Saw 1L,مناشير دائرية 1L,6381109316000,Circular Saws,PCS,6.692,9.454,25,Gulf Star Circular Saws - GUL-57307,GUL-57307,Gulf Star
HW-100193,Ridgid Basin Tap 750W,حنفيات وخلاطات 750W,6952080499973,Taps & Mixers.,PCS,7.274,11.178,25,,RID-27110,Ridgid
HW-100194,Truper Paint Brush Large,,6260951707437,Brushes & Rollers,PCS,4.565,KWD 6.495,15,Truper Brushes & Rollers - TRU-28321,TRU-28321,Truper
HW-100195,Truper Wheelbarrow 20 Gauge,عربات يدوية 20 Gauge,6301235814950,Wheelbarrows,PCS,16.358,21.825,20,Truper Wheelbarrows - TRU-62248,TRU-62248,Truper
HW-100196,Total PVC Pipe 1500W,مواسير بي في سي 1500W,6361615588962,PVC Pipes,PCS,19.539,28.592,50,Total PVC Pipes - TOT-54021,TOT-54021,Total
HW-100197,Ridgid Safety Helmet 1/2 Inch,خوذات 1/2 inch,6141634081943,Helmets,Pieces,2.725,3.757,50,Ridgid Helmets - RID-98198,,Ridgid
HW-100198,Ridgid Wood Screw 6Mm,براغي خشب 6mm,6982842247820,Wood Screws  ,Pieces,11.522,14.358,25,,RID-79069,Ridgid
HW-100199,Sata Garden Hose 1/4 inch,,6916446925807,Hoses & Sprinklers,PCS,KWD 6.983,8.446,'50,Sata Hoses & Sprinklers - SAT-41982,SAT-41982,Sata
HW-100200,"Hitachi Laser Level 10kg,",ميزان ليزر 10kg,6148099569896,Laser Levels,PCS,17.761,22.449,25,Hitachi Laser Levels - HIT-51400,,Hitachi
HW-100201,Yato Steel Chain 25mm,سلاسل 25mm,6704300695243,Chains,PCS,2.207,2.811,20,,YAT-22846,Yato
HW-100202,HITACHI PLASTIC WATER TANK 24 GAUGE,خزانات مياه 24 Gauge,6672747403633,Water Tanks,PCS,18.694,KWD 28.244,20,Hitachi Water Tanks - HIT-91770,HIT-91770,Hitachi
HW-100203,Yato Flood Light 1200W,إنارة 1200W,6670738286151,lighting,PCS,10.003,14.578,50,Yato Lighting - YAT-64062,,Yato
HW-100204, Hitachi Tool Kit 20L Pieces ,طقم عدة 20L,6255856649570,Tool Sets,pcs,1.395,1.700,50,Hitachi Tool Sets - HIT-83169,,Hitachi
HW-100205,Sata Garden Shovel 4L,مجارف 4L,6457378435975,Shovels & Spades,PCS,3.866,5.074,5,,SAT-64756,Sata
HW-100206,Karcher Grinding Disc 1/2 inch,أقراص جلخ 1/2 inch,6658658264436,Grinding Discs,Pieces,9.163,11.490,15,Karcher Grinding Discs - KAR-57771,,Karcher
HW-100207,Sata Cutting Disc Medium,,6962883693271,Cutting Discs,PCS,7.674,KD 11.814,20,Sata Cutting Discs - SAT-19512,,Sata
HW-100208,DeWalt Emulsion Paint Large,دهان مائي Large,6166946997872,Emulsion Paint,Nos,7.148,9.954,50,DeWalt Emulsion Paint - DEW-3984,,DeWalt
HW-100209,Black+Decker Wall Plug 900W,مثبتات جدارية 900W,6432535795741,Anchors & Plugs.,PCS,3.152,KD 3.874,10,,BLA-75259,Black+Decker
HW-100210,Bosch Extension Cord 6mm,وصلات كهرباء 6mm,6848174313514,Extension Cords,PCS,21.928,33.380,5,Bosch Extension Cords - BOS-78874,,Bosch
HW-100211,Hitachi Vernier Caliper 18L,,6983907069331,Calipers,PCS,1.573,1.913,20,,HIT-44262,Hitachi
HW-100212,Crown Teflon Tape Small  ,شريط لحام وسدادات Small,6526466630635,Sealants & Tape,PCS,18.179,24.830,5,Crown Sealants & Tape - CRO-90091,CRO-90091,Crown
HW-100213,Skil Extension Cord 50mm,,6205688414031,Extension Cords,PCS,12.848,KD 15.723,15,,,Skil
HW-100214,Crown Scaffolding Frame 10mm,سقالات 10mm,6693324803275,Scaffolding,PCS,KWD 17.767,23.658,25,Crown Scaffolding - CRO-48570,CRO-48570,Crown
HW-100215,Tolsen Machine Screw 25kg,براغي آلات 25kg,6708996830544,Machine Screws,PCS,7.773,11.570,10,,TOL-83843,Tolsen
HW-100216,Hitachi Power Socket XL,مفاتيح وأفياش XL,6117869496992,Switches & Sockets,PCS,14.993,18.320,5,Hitachi Switches & Sockets - HIT-31744,,Hitachi
HW-100217,Ridgid Door Hinge 1 inch,مفصلات أبواب 1 inch,6534909866945,door hinges,PCS,13.067,20.168,10,Ridgid Door Hinges - RID-59192,RID-59192,Ridgid
HW-100218,RIDGID ARC WELDING MACHINE 50KG,ماكينات لحام 50kg,6543396274343,Welding Machines,Pieces,6.500,8.354,20,Ridgid Welding Machines - RID-93416,RID-93416,Ridgid
HW-100219,AL-FANAR WHEELBARROW 22 GAUGE,عربات يدوية 22 Gauge,6534006398623,Wheelbarrows,PCS,289.087,362.001,50,,AL--11714,Al-Fanar
HW-100220,Hilti Claw Hammer 16mm,,6646306505123,  HAMMERS,PC,KD 7.619,9.943,20,Hilti Hammers - HIL-29474,HIL-29474,Hilti
HW-100221,Crown Epoxy Adhesive 450W,إيبوكسي 450W,6748337958763,Epoxy,PCS,24.529,30.031,5,Crown Epoxy - CRO-72341,CRO-72341,Crown
HW-100222,BOSCH PLATFORM LADDER 24 GAUGE,سلالم منصة 24 Gauge,6914137636657,Platform Ladders,PCS,204.454,270.644,10,Bosch Platform Ladders - BOS-38724,,Bosch
HW-100223,MAKITA WIRE BRUSH 3/8 INCH,,6243027138188,Wire Brushes,PCS,13.340,17.386,20,Makita Wire Brushes - MAK-47702,MAK-47702,Makita
HW-100224,Al-Fanar Wire Brush 450W,فرش سلك 450W,6622344530219,WIRE BRUSHES,PCS,7.368,9.950,15,Al-Fanar Wire Brushes - AL--56046,AL--56046,Al-Fanar
HW-100225,Karcher Steel Chain 1L.,سلاسل 1L,6534438562202,Chains,PCS,17.208,24.371,10,Karcher Chains - KAR-50605,KAR-50605,Karcher
HW-100226,Truper Galvanized Metal Sheet 6mm,صفائح معدنية 6mm,6944530074661,Metal Sheets,PCS,3.427,4.161,25,Truper Metal Sheets - TRU-36476,,Truper
HW-100227,Black+Decker MCB Circuit Breaker 900W,قواطع كهربائية 900W,6747929388752,Circuit Breakers,Pieces,23.163,29.369,25,Black+Decker Circuit Breakers - BLA-15727,BLA-15727,Black+Decker
HW-100228,Yato Hex Nut 25kg,صواميل وبراغي 25kg,6375085856039,Bolts & Nuts,PCS,2.223,2.998,20,,,Yato
HW-100229,Truper Wood Screw 18L,براغي خشب 18L,6993780082021,Wood Screws,PCS,14.243,19.037,20,Truper Wood Screws - TRU-25988,TRU-25988,Truper
HW-100230,Yato Common Nail 16mm,مسامير 16mm,6797455973413,Nails,pcs,KD 19.974,26.555,20,Yato Nails - YAT-49145,YAT-49145,Yato
HW-100231,Truper Paint Thinner 16 Gauge.,,6749552060272,Thinners,Pieces,KWD 1.357,1.807,50,,TRU-60409,Truper
HW-100232,Yato Steel Toe Safety Boots 900W,أحذية سلامة 900W,6731072047662,Safety Boots  ,PCS,15.053,22.488,5,,YAT-42344,Yato
HW-100233,Sata Ball Valve XL,صمامات XL,6216629352477,Valves,PCS,1.351,1.963,50,,SAT-46851,Sata
HW-100234,Hitachi Jigsaw 1500W,مناشير منحنية 1500W,6947188447750,Jigsaws,PCS,5.846,8.437,5,Hitachi Jigsaws - HIT-8759,HIT-8759,Hitachi
HW-100235,Karcher Angle Grinder 24 Gauge,صنفرة زاوية 24 Gauge,6209923184086,Angle Grinders,pcs,16.619,KD 21.233,50,Karcher Angle Grinders - KAR-39196,KAR-39196,Karcher
HW-100236,Stanley Extension Cord 16 Gauge,وصلات كهرباء 16 Gauge,6765153350471,Extension Cords,PC,11.411,15.103,5,,STA-73018,Stanley
HW-100237,Tolsen Paint Brush 3/8 inch,فرش ورولات 3/8 inch,6922530911870,Brushes & Rollers,PCS,17.710,24.346,25,,TOL-7174,Tolsen
HW-100238,karcher cement bag 9l,أسمنت وملاط 9L,6790011656021,Cement & Mortar,PCS,15.750,23.450,5,,KAR-90827,Karcher
HW-100239,BOSCH SCAFFOLDING FRAME 16 GAUGE,سقالات 16 Gauge,6270159190877,Scaffolding,PCS,7.119,10.975,15,Bosch Scaffolding - BOS-49396,BOS-49396,Bosch
HW-100240,Hilti Spray Paint Can 8mm,بخاخ دهان 8mm,6535028571533,Spray Paint,PCS,8.179,10.363,5,Hilti Spray Paint - HIL-49671,HIL-49671,Hilti
HW-100241,Tolsen MCB Circuit Breaker 650W,قواطع كهربائية 650W,6163034885187,Circuit Breakers  ,PCS,KD 22.956,33.822,25,,TOL-68717,Tolsen
HW-100242,Sata Scaffolding Frame 1500W,,6688812542801,Scaffolding,PC,19.072,26.974,10,Sata Scaffolding - SAT-49909,,Sata
HW-100243,Ridgid Sandpaper Sheet 650W,ورق صنفرة 650W,6180783382919,Sandpaper,PCS,5.703,KWD 7.708,'15,Ridgid Sandpaper - RID-29814,RID-29814,Ridgid
HW-100244,Stanley Spirit Level 1 inch,ميزان مياه 1 inch,6882048770696,Spirit Levels,PCS,8.964,11.558,20,,STA-44100,Stanley
HW-100245,Bosch Machine Screw 8mm,براغي آلات 8mm,6320184594122,Machine Screws,PCS,9.815,14.898,15,Bosch Machine Screws - BOS-8691,,Bosch
HW-100246,Skil Garden Cart 900W,عربات حديقة 900W,6125974736935,Wheelbarrows & Carts,PCS,17.977,24.966,50,,SKI-80744,Skil
HW-100247,Hitachi PVC Conduit Pipe 16 Gauge,مواسير كهرباء 16 Gauge,6852235643200,  Conduits,Pieces,8.877,KWD 12.796,20,Hitachi Conduits - HIT-34060,HIT-34060,Hitachi
HW-100248,sata door handle 18l,مقابض أبواب 18L,6427227954500,  Door Handles,pcs,KWD 12.702,15.570,15,Sata Door Handles - SAT-33033,SAT-33033,Sata
HW-100249,Black+Decker Wheelbarrow 1L  ,عربات يدوية 1L,6128362582543,Wheelbarrows,PC,0.935,KWD 1.226,'10,Black+Decker Wheelbarrows - BLA-10110,BLA-10110,Black+Decker
HW-100250,Sata Enamel Paint 18 Gauge,دهان زيتي 18 Gauge,6803913777947,Enamel Paint,PCS,16.825,25.605,20,,SAT-55096,Sata
HW-100251,Crown Hex Bolt 8mm,صواميل وبراغي 8mm,6626646573963,Bolts & Nuts,PCS,19.945,28.814,25,Crown Bolts & Nuts - CRO-37356,CRO-37356,Crown
HW-100252,Metabo Extension Cord 900W,وصلات كهرباء 900W,6747678322332,Extension Cords,pc,14.780,20.558,20,,MET-5650,Metabo
HW-100253,Bosch Steel Toe Safety Boots Large,,6403496660346,Safety Boots,PCS,0.445,0.609,50,Bosch Safety Boots - BOS-69427,BOS-69427,Bosch
HW-100254,Hilti Cement Bag 10mm,أسمنت وملاط 10mm,6682678298895,Cement & Mortar,PCS,5.617,7.897,10,Hilti Cement & Mortar - HIL-30681,HIL-30681,Hilti
HW-100255,Hitachi Extension Cord 16 Gauge,,6571726915567,Extension Cords,PCS,23.275,34.790,20,Hitachi Extension Cords - HIT-7797,HIT-7797,Hitachi
HW-100256,Truper Tile Adhesive Bag 10Mm,لاصق بلاط 10mm,6674613575734,Tiles Adhesive,PCS,KWD 22.924,KWD 31.896,20,,TRU-74081,Truper
HW-100257,dewalt tape measure 50mm,أشرطة قياس 50mm,6735158762770,Tape Measures,PCS,9.906,13.259,25,DeWalt Tape Measures - DEW-11649,DEW-11649,DeWalt
HW-100258,Al-Fanar Welding Gloves 9L,ملحقات لحام 9L,6308848125806,welding accessories,PCS,9.984,13.622,25,,,Al-Fanar
HW-100259,Metabo Combination Pliers 1L,زرادية 1L,6810233777110,Pliers,PCS,KWD 17.033,21.647,10,,MET-23885,Metabo
HW-100260,Sata Grinding Disc Large,,6561187144787,Grinding Discs,PCS,9.621,11.548,10,,SAT-24369,Sata
HW-100261,Al-Fanar Electric Planer 450W,مسويات وروترات 450W,6765653845942,Planers & Routers,PCS,21.079,31.673,10,Al-Fanar Planers & Routers - AL--19378,AL--19378,Al-Fanar
HW-100262,CROWN SPIRIT LEVEL 450W,ميزان مياه 450W,6622240647306,Spirit Levels,PCS,0.111,0.137,10,Crown Spirit Levels - CRO-26660,,Crown
HW-100263,Al-Fanar Padlock 5kg,,6600024678819,LOCKS & PADLOCKS,PCS,0.446,0.545,25,Al-Fanar Locks & Padlocks - AL--58192,,Al-Fanar
HW-100264,Total Basin Tap Small,حنفيات وخلاطات Small,6456921141126,Taps & Mixers,PCS,9.420,14.291,25,Total Taps & Mixers - TOT-73314,,Total
HW-100265,Ingco Electrical Cable 650W,,6872400860101,Cables & Wires,PC,KWD 5.037,7.266,10,,ING-53450,Ingco
HW-100266,Skil Expansion Anchor 1 inch,مثبتات جدارية 1 inch,6988826469925,ANCHORS & PLUGS,PCS,7.274,11.196,25,Skil Anchors & Plugs - SKI-56728,SKI-56728,Skil
HW-100267,DeWalt Enamel Paint 40mm,,6573354672445,Enamel Paint,PCS,3.607,5.496,15,,DEW-70525,DeWalt
HW-100268,Ingco MIG Welder 3/4 inch,ماكينات لحام 3/4 inch,6940545817861,Welding Machines,PCS,16.980,22.833,20,Ingco Welding Machines - ING-78722,ING-78722,Ingco
HW-100269,TRUPER SAFETY GOGGLES 4L,نظارات واقية 4L,6793243851179,Eye Protection,PCS,13.907,21.248,50,Truper Eye Protection - TRU-89873,TRU-89873,Truper
HW-100270,YATO FLEXIBLE WIRE 9L,كابلات وأسلاك 9L,6693750639386,Cables & Wires,PCS,12.060,16.832,50,Yato Cables & Wires - YAT-64648,,Yato
HW-100271,Tolsen Padlock Large,أقفال Large,6753740061701,Locks & Padlocks,pc,11.817,17.354,5,,,Tolsen
HW-100272,Truper PVC Conduit Pipe 25mm,مواسير كهرباء 25mm,6527376452350,CONDUITS,PCS,8.571,11.126,10,Truper Conduits - TRU-30774,TRU-30774,Truper
HW-100273,Bosch Tile Adhesive Bag 1kg,,6511119703692,TILES ADHESIVE,Pieces,12.345,18.853,5,Bosch Tiles Adhesive - BOS-82826,BOS-82826,Bosch
HW-100274,Karcher PU Foam Filler 32mm,,6789401191354,Foam Fillers,PCS,21.605,KWD 27.104,20,Karcher Foam Fillers - KAR-69672,KAR-69672,Karcher
HW-100275,Stanley Garden Hose 1 inch,,6793243851179,Hoses & Sprinklers,PCS,1.728,2.090,15,Stanley Hoses & Sprinklers - STA-27558,STA-27558,Stanley
HW-100276,Hilti Pruning Shears 16 Gauge,مقصات تقليم 16 Gauge,6443363475143,Pruning Shears  ,PCS,1.220,1.551,10,Hilti Pruning Shears - HIL-17640,HIL-17640,Hilti
HW-100277,Hitachi Garden Cart 20L,عربات حديقة 20L,6784604488530,Wheelbarrows & Carts,PCS,20.586,KD 28.109,'50,,HIT-57990,Hitachi
HW-100278,Black+Decker Copper Elbow 18 Gauge,وصلات نحاس 18 Gauge,6949523677078,Copper Fittings,PCS,16.428,20.255,25,Black+Decker Copper Fittings - BLA-98631,BLA-98631,Black+Decker
HW-100279,Black+Decker PU Foam Filler Medium.,رغوة عازلة Medium,6936847530239,Foam Fillers,PCS,19.280,KWD 25.401,20,Black+Decker Foam Fillers - BLA-81507,,Black+Decker
HW-100280,Ingco Jigsaw 1kg,مناشير منحنية 1kg,6235099522293,Jigsaws,PCS,2.059,3.085,5,Ingco Jigsaws - ING-96865,ING-96865,Ingco
HW-100281,Tolsen Cutting Disc Small,أقراص قطع Small,6459324642512,  cutting discs,PCS,18.172,22.987,25,Tolsen Cutting Discs - TOL-4242,,Tolsen
HW-100282,Truper Inverter Generator 50kg,مولدات كهرباء 50kg,6889532325663,Generators,PCS,KWD 13.470,KD 17.618,10,Truper Generators - TRU-1607,TRU-1607,Truper
HW-100283,Bosch Emulsion Paint 1200W,دهان مائي 1200W,6477142518811,Emulsion Paint,PCS,145.684,174.784,5,Bosch Emulsion Paint - BOS-80673,BOS-80673,Bosch
HW-100284,Hitachi Work Gloves 10kg,,6164809178231,Gloves,PCS,24.170,33.982,5,,HIT-17619,Hitachi
HW-100285,Hitachi Epoxy Adhesive 2000W.,إيبوكسي 2000W,6577333785496,Epoxy,PCS,18.934,KD 22.680,5,,HIT-44445,Hitachi
HW-100286,Total Hammer Drill 20 Gauge,مثاقب 20 Gauge,6405041795109,Drills & Drivers,PCS,10.204,KWD 12.791,15,Total Drills & Drivers - TOT-86384,,Total
HW-100287,Hitachi Concrete Nail 1/4 inch,مسامير 1/4 inch,6779375874525,Nails,PCS,12.225,18.417,50,Hitachi Nails - HIT-6741,HIT-6741,Hitachi
HW-100288,Crown Wheelbarrow 1500W.,,6639581661947,wheelbarrows,PCS,7.205,8.646,'25,,,Crown
HW-100289,Metabo Pruning Shears Medium,,6213145735346,Pruning Shears,PCS,10.703,14.959,15,,,Metabo
HW-100290,Hitachi Pruning Shears 1/4 inch,مقصات تقليم 1/4 inch,6936060245160,Pruning Shears,PCS,10.081,14.532,5,,HIT-87733,Hitachi
HW-100291,Truper Enamel Paint 5kg.,دهان زيتي 5kg,6333728417192,Enamel Paint,pcs,18.611,22.421,15,,TRU-64637,Truper
HW-100292,Karcher Steel Toe Safety Boots 2000W,أحذية سلامة 2000W,6182893005800,Safety Boots,Nos,185.676,275.745,10,Karcher Safety Boots - KAR-77797,KAR-77797,Karcher
HW-100293,Hitachi Hand Saw 10mm,مناشير يدوية 10mm,6948594793995,Hand Saws,PC,3.711,KWD 5.280,'20,,HIT-90824,Hitachi
HW-100294,Truper Garden Cart 25Kg,عربات حديقة 25kg,6476100419676,Wheelbarrows & Carts,PC,20.084,24.286,20,Truper Wheelbarrows & Carts - TRU-41471,,Truper
HW-100295,TRUPER GALVANIZED METAL SHEET 40MM,صفائح معدنية 40mm,6793622890844,Metal Sheets,PCS,15.156,19.605,50,Truper Metal Sheets - TRU-99115,TRU-99115,Truper
HW-100296,Ingco Aluminium Ladder Large,سلالم ألمنيوم Large,6558386007165,Aluminium Ladders,PC,16.223,21.712,10,Ingco Aluminium Ladders - ING-1957,ING-1957,Ingco
HW-100297,Ridgid PPR Pipe 16 Gauge.,مواسير بي بي آر 16 Gauge,6835937903286,PPR Pipes,PCS,12.665,16.943,5,,RID-83574,Ridgid
HW-100298,Black+Decker Expansion Anchor 4L,مثبتات جدارية 4L,6823975460093,Anchors & Plugs,PCS,7.123,8.631,5,Black+Decker Anchors & Plugs - BLA-6552,BLA-6552,Black+Decker
HW-100299,Ingco Extension Cord Large,وصلات كهرباء Large,6765171300350,Extension Cords,Pieces,KD 23.889,32.632,10,Ingco Extension Cords - ING-15318,ING-15318,Ingco
HW-100300,Makita Wire Brush 16 Gauge,فرش سلك 16 Gauge,6830659436444,Wire Brushes,Nos,KD 16.439,20.551,20,Makita Wire Brushes - MAK-5815,,Makita
HW-100301,Total Tile Adhesive Bag 16 Gauge,لاصق بلاط 16 Gauge,6276867535598,Tiles Adhesive,pc,8.568,10.442,5,Total Tiles Adhesive - TOT-25226,TOT-25226,Total
HW-100302,Sata Dust Mask Respirator 450W,,6687094767093,Respirators,PCS,KWD 17.595,KWD 22.599,15,Sata Respirators - SAT-95617,SAT-95617,Sata
HW-100303,Metabo Portable Generator 650W,,6438206704192,GENERATORS,Nos,5.877,8.370,50,,MET-93115,Metabo
HW-100304,Sata Flat Screwdriver 1200W,مفكات 1200W,6249551971479,Screwdrivers,PCS,18.507,27.459,20,Sata Screwdrivers - SAT-96190,,Sata
HW-100305,Yato Tile Adhesive Bag 18L,لاصق بلاط 18L,6884651147565,Tiles Adhesive,PCS,13.847,19.801,25,Yato Tiles Adhesive - YAT-44640,YAT-44640,Yato
HW-100306, Makita Wheelbarrow 50mm ,,6653885587785,Wheelbarrows,PCS,56.266,82.893,25,,,Makita
HW-100307,Ridgid Wheelbarrow 50kg,عربات يدوية 50kg,6647067729839,Wheelbarrows,PCS,3.344,4.218,50,Ridgid Wheelbarrows - RID-45598,RID-45598,Ridgid
HW-100308,Black+Decker Dust Mask Respirator 24 Gauge,,6377407051966,Respirators,PCS,22.105,27.630,5,Black+Decker Respirators - BLA-85582,BLA-85582,Black+Decker
HW-100309,Metabo Door Hinge 1kg,مفصلات أبواب 1kg,6182719582662,DOOR HINGES,PCS,14.199,17.306,20,,MET-54849,Metabo
HW-100310,Crown Socket Wrench Set XL,,6170863410157,Wrenches,PCS,16.882,22.555,25,Crown Wrenches - CRO-14332,CRO-14332,Crown
HW-100311,DeWalt PVC Conduit Pipe 750W,مواسير كهرباء 750W,6136064686252,Conduits,PCS,6.955,8.766,15,DeWalt Conduits - DEW-42063,DEW-42063,DeWalt
HW-100312,Sata Cabinet Hinge 20L,تجهيزات خزائن 20L,6114060082443,Cabinet Fittings,pc,2.760,3.324,20,,SAT-71547,Sata
HW-100313,Black+Decker Padlock 650W  ,أقفال 650W,6291299525432,Locks & Padlocks,PCS,24.816,33.811,25,Black+Decker Locks & Padlocks - BLA-40805,BLA-40805,Black+Decker
HW-100314,Makita Circular Saw 20L,,6312918331458,Circular Saws,PCS,10.248,15.699,10,Makita Circular Saws - MAK-57362,MAK-57362,Makita
