sku,warehouse,quantity,unitCost,trackingType,partNumber,serialNumbers
HW-100414,Fahaheel Branch,0,KWD 16.062,none,MET-81719,
HW-100415,Fahaheel Branch,0,23.262,none,ING-96147,
HW-100416,Fahaheel Branch,0,7.870,serial,TOL-25250,
HW-100417,Fahaheel Branch,3,0.461,none,BOS-71892,
HW-100418,Ardiya Warehouse,2,14.044,none,,
HW-100419,Rai Branch,0,12.766,none,HIT-32513,
HW-100420,Shuwaikh Main,3,20.101,none,HIT-7632,
HW-100421,Shuwaikh Main,1,4.858,none,MET-11088,
HW-100422,Rai Branch,5,0.902,none,CRO-10870,
HW-100423,Fahaheel Branch,5,10.629,none,MET-97042,
HW-100424,Ardiya Warehouse,4,9.128,none,TRU-24578,
HW-100425,Rai Branch,2,4.499,batch,STA-13094,
HW-100426,Shuwaikh Main,4,0.380,none,GUL-12132,
HW-100427,Ardiya Warehouse,0,4.249,none,SAT-93719,
HW-100428,Rai Branch,3,8.461,serial,CRO-61385,SN-HW-100428-1;SN-HW-100428-2;SN-HW-100428-3
HW-100429,Fahaheel Branch,1,13.575,none,GUL-29401,
HW-100430,Fahaheel Branch,0,107.702,serial,KAR-81870,
HW-100431,Ardiya Warehouse,4,12.250,none,MET-20067,
HW-100432,Rai Branch,1,18.609,none,HIL-3018,
HW-100433,Ardiya Warehouse,2,18.182,none,DEW-10819,
HW-100434,Shuwaikh Main,1,23.373,none,,
HW-100435,Shuwaikh Main,0,13.484,serial,,
HW-100436,Shuwaikh Main,4,230.783,none,BOS-39367,
HW-100437,Fahaheel Branch,5,8.568,serial,TOT-98048,SN-HW-100437-1;SN-HW-100437-2;SN-HW-100437-3;SN-HW-100437-4;SN-HW-100437-5
HW-100438,Fahaheel Branch,3,KD 21.838,none,DEW-1246,
HW-100439,Fahaheel Branch,0,11.418,serial,HIL-30239,
HW-100440,Rai Branch,3,KWD 1.222,none,TRU-64558,
HW-100441,Shuwaikh Main,3,14.273,batch,BOS-9404,
HW-100442,Shuwaikh Main,3,6.736,batch,SKI-20449,
HW-100443,Fahaheel Branch,5,3.838,none,STA-5792,
HW-100444,Fahaheel Branch,3,3.611,none,TOL-36360,
HW-100445,Shuwaikh Main,1,18.822,none,TOL-24958,
HW-100446,Ardiya Warehouse,5,2.376,serial,CRO-44532,SN-HW-100446-1;SN-HW-100446-2;SN-HW-100446-3;SN-HW-100446-4;SN-HW-100446-5
HW-100447,Rai Branch,2,13.020,none,STA-51992,
HW-100448,Fahaheel Branch,0,20.285,none,TOL-98381,
HW-100449,Fahaheel Branch,2,18.004,none,,
HW-100450,Fahaheel Branch,0,2.168,none,TOT-92653,
HW-100451,Rai Branch,2,10.597,none,TOL-77109,
HW-100452,Ardiya Warehouse,2,3.513,none,KAR-84635,
HW-100453,Rai Branch,0,1.418,none,HIL-72038,
HW-100454,Fahaheel Branch,5,24.744,batch,TOT-38331,
HW-100455,Fahaheel Branch,5,13.846,none,TOL-90159,
HW-100456,Shuwaikh Main,4,KWD 13.536,none,TOL-58723,
HW-100457,Fahaheel Branch,4,19.437,none,HIT-24590,
HW-100458,Rai Branch,3,0.827,none,KAR-55645,
HW-100459,Rai Branch,4,24.162,none,,
HW-100460,Ardiya Warehouse,2,10.885,serial,DEW-80043,SN-HW-100460-1;SN-HW-100460-2
HW-100461,Fahaheel Branch,0,0.349,none,MET-38259,
HW-100462,Shuwaikh Main,3,14.180,none,MET-92557,
HW-100463,Fahaheel Branch,4,22.931,none,BOS-23253,
HW-100464,Rai Branch,3,KWD 19.497,none,AL--61584,
HW-100465,Rai Branch,2,21.926,none,TRU-60612,
HW-100466,Rai Branch,5,1.481,none,SAT-12181,
HW-100467,Ardiya Warehouse,0,11.520,batch,SAT-40569,
HW-100468,Ardiya Warehouse,0,12.605,none,SKI-2211,
HW-100469,Shuwaikh Main,3,22.632,none,STA-9574,
HW-100470,Ardiya Warehouse,0,2.189,serial,GUL-2550,
HW-100471,Fahaheel Branch,5,15.528,serial,TRU-80246,SN-HW-100471-1;SN-HW-100471-2;SN-HW-100471-3;SN-HW-100471-4;SN-HW-100471-5
HW-100472,Shuwaikh Main,5,14.067,none,MAK-61086,
HW-100473,Shuwaikh Main,3,2.279,serial,,SN-HW-100473-1;SN-HW-100473-2;SN-HW-100473-3
HW-100474,Shuwaikh Main,3,3.615,batch,,
HW-100475,Shuwaikh Main,2,0.636,none,YAT-68057,
HW-100476,Ardiya Warehouse,0,12.065,none,DEW-35689,
HW-100477,Rai Branch,3,7.097,serial,MAK-43258,SN-HW-100477-1;SN-HW-100477-2;SN-HW-100477-3
HW-100478,Rai Branch,3,127.051,none,KAR-27230,
HW-100479,Shuwaikh Main,0,19.461,batch,KAR-27633,
HW-100480,Rai Branch,2,22.045,none,TOL-68788,
HW-100481,Fahaheel Branch,5,0.458,serial,RID-78101,SN-HW-100481-1;SN-HW-100481-2;SN-HW-100481-3;SN-HW-100481-4;SN-HW-100481-5
HW-100482,Shuwaikh Main,1,24.617,none,GUL-73661,
HW-100483,Ardiya Warehouse,0,3.931,none,,
HW-100484,Shuwaikh Main,3,24.194,serial,HIL-58387,SN-HW-100484-1;SN-HW-100484-2;SN-HW-100484-3
HW-100485,Rai Branch,3,16.864,none,DEW-52011,
HW-100486,Shuwaikh Main,3,141.987,none,HIL-92411,
HW-100487,Fahaheel Branch,3,12.247,none,BOS-66269,
HW-100488,Fahaheel Branch,0,19.986,none,,
HW-100489,Rai Branch,5,KWD 17.439,none,RID-9917,
HW-100490,Rai Branch,2,15.444,batch,SKI-60499,
HW-100491,Fahaheel Branch,5,2.640,none,HIT-31550,
HW-100492,Shuwaikh Main,1,9.291,none,KAR-84263,
HW-100493,Shuwaikh Main,3,7.656,batch,RID-93862,
HW-100494,Rai Branch,4,13.772,none,TOL-9022,
HW-100495,Fahaheel Branch,3,13.597,none,KAR-92390,
HW-100496,Ardiya Warehouse,5,22.953,none,TOT-39613,
HW-100497,Ardiya Warehouse,0,0.359,none,BLA-16305,
HW-100498,Fahaheel Branch,0,13.406,batch,CRO-91854,
HW-100499,Rai Branch,3,7.340,batch,,
HW-100500,Ardiya Warehouse,0,7.374,none,HIL-30434,
HW-100501,Rai Branch,2,1.738,none,GUL-93465,
HW-100502,Rai Branch,4,18.476,none,BOS-66050,
HW-100503,Shuwaikh Main,3,21.812,none,CRO-7405,
HW-100504,Shuwaikh Main,4,24.665,none,BOS-86747,
HW-100505,Ardiya Warehouse,5,3.223,none,RID-79233,
HW-100506,Ardiya Warehouse,2,7.067,none,HIT-90988,
HW-100507,Rai Branch,3,1.499,batch,GUL-22492,
HW-100508,Ardiya Warehouse,2,7.158,none,TRU-17869,
HW-100509,Ardiya Warehouse,1,142.934,none,,
HW-100510,Ardiya Warehouse,5,14.235,none,AL--11561,
HW-100511,Shuwaikh Main,1,20.196,none,SAT-46427,
HW-100512,Rai Branch,2,3.561,batch,HIT-15202,
HW-100513,Rai Branch,5,1.318,none,,
HW-100514,Fahaheel Branch,3,22.845,none,DEW-42802,
HW-100515,Shuwaikh Main,1,6.109,serial,RID-21772,SN-HW-100515-1
HW-100516,Shuwaikh Main,5,3.204,none,YAT-92153,
HW-100517,Shuwaikh Main,5,11.825,none,SKI-74050,
HW-100518,Shuwaikh Main,4,11.063,none,CRO-35213,
HW-100519,Ardiya Warehouse,0,10.132,none,HIT-82530,
HW-100520,Rai Branch,0,1.754,none,DEW-76727,
HW-100521,Shuwaikh Main,5,23.305,none,HIT-1186,
HW-100522,Rai Branch,0,KWD 5.191,none,MAK-69341,
HW-100523,Fahaheel Branch,4,KD 13.258,none,,
HW-100524,Fahaheel Branch,3,23.115,none,BLA-84222,
HW-100525,Ardiya Warehouse,5,7.430,none,SKI-23777,
HW-100526,Rai Branch,3,KD 9.365,none,SKI-56009,
HW-100527,Shuwaikh Main,5,21.528,none,DEW-43702,
HW-100528,Fahaheel Branch,4,23.314,none,GUL-43586,
HW-100529,Rai Branch,0,14.503,serial,HIL-84443,
HW-100530,Ardiya Warehouse,0,KD 24.984,none,CRO-73679,
HW-100531,Rai Branch,2,9.650,none,AL--15168,
HW-100532,Ardiya Warehouse,5,KD 2.779,none,TRU-79738,
HW-100533,Shuwaikh Main,2,23.255,none,TRU-59713,
HW-100534,Ardiya Warehouse,5,KWD 10.261,none,,
HW-100535,Fahaheel Branch,0,15.926,none,MET-84283,
HW-100536,Ardiya Warehouse,1,4.555,none,CRO-99247,
HW-100537,Fahaheel Branch,4,15.210,none,,
HW-100538,Fahaheel Branch,1,23.485,none,RID-14333,
HW-100539,Shuwaikh Main,0,23.180,none,BOS-56517,
HW-100540,Shuwaikh Main,2,2.043,none,,
HW-100541,Fahaheel Branch,2,5.340,serial,RID-81181,SN-HW-100541-1;SN-HW-100541-2
HW-100542,Rai Branch,1,KWD 24.629,none,TRU-19637,
HW-100543,Rai Branch,0,KD 8.763,none,STA-60401,
HW-100544,Fahaheel Branch,0,2.847,none,,
HW-100545,Ardiya Warehouse,1,4.953,none,,
HW-100546,Fahaheel Branch,1,4.872,none,DEW-66279,
HW-100547,Ardiya Warehouse,5,14.142,none,YAT-81815,
HW-100548,Fahaheel Branch,5,13.519,none,BOS-25945,
HW-100549,Shuwaikh Main,0,7.407,none,HIT-84917,
HW-100550,Rai Branch,1,23.125,none,HIT-45513,
HW-100551,Shuwaikh Main,4,18.223,none,MAK-14978,
HW-100552,Rai Branch,5,11.148,serial,KAR-7888,SN-HW-100552-1;SN-HW-100552-2;SN-HW-100552-3;SN-HW-100552-4;SN-HW-100552-5
HW-100553,Ardiya Warehouse,0,9.677,none,YAT-8538,
HW-100554,Ardiya Warehouse,0,1.775,none,,
HW-100555,Shuwaikh Main,0,24.790,serial,SAT-36144,
HW-100556,Fahaheel Branch,3,7.670,batch,RID-71029,
HW-100557,Rai Branch,4,19.278,none,BOS-98821,
HW-100558,Shuwaikh Main,1,9.348,none,BLA-28399,
HW-100559,Fahaheel Branch,3,7.712,batch,DEW-81243,
HW-100560,Rai Branch,2,KWD 19.277,none,CRO-5478,
HW-100561,Ardiya Warehouse,1,2.787,none,HIT-35300,
HW-100562,Ardiya Warehouse,5,18.063,none,,
HW-100563,Shuwaikh Main,0,8.430,none,ING-43002,
HW-100564,Shuwaikh Main,2,8.892,batch,,
HW-100565,Shuwaikh Main,3,16.210,batch,GUL-43259,
HW-100566,Rai Branch,4,KWD 20.248,batch,GUL-31288,
HW-100567,Shuwaikh Main,3,KWD 17.344,none,BOS-91864,
HW-100568,Fahaheel Branch,0,KD 15.893,batch,KAR-64987,
HW-100569,Ardiya Warehouse,5,11.585,batch,BOS-78998,
HW-100570,Shuwaikh Main,2,KWD 20.919,none,KAR-41585,
HW-100571,Fahaheel Branch,3,3.883,none,YAT-9455,
HW-100572,Ardiya Warehouse,2,200.058,none,SKI-81594,
HW-100573,Rai Branch,0,16.301,none,RID-88579,
HW-100574,Fahaheel Branch,0,19.033,none,GUL-20815,
HW-100575,Shuwaikh Main,0,KD 23.313,serial,DEW-75423,
HW-100576,Fahaheel Branch,2,203.373,none,DEW-34157,
HW-100577,Shuwaikh Main,3,10.511,none,GUL-38132,
HW-100578,Ardiya Warehouse,0,KWD 22.911,none,HIL-86727,
HW-100579,Ardiya Warehouse,5,22.172,none,SKI-10344,
HW-100580,Shuwaikh Main,0,KD 18.594,none,HIT-75312,
HW-100581,Ardiya Warehouse,3,12.218,none,HIT-25776,
HW-100582,Shuwaikh Main,2,24.061,none,ING-22209,
HW-100583,Ardiya Warehouse,1,14.393,none,MET-97521,
HW-100584,Fahaheel Branch,4,2.774,none,HIL-77826,
HW-100585,Fahaheel Branch,0,20.086,none,HIL-20538,
HW-100586,Fahaheel Branch,3,14.917,none,YAT-43786,
HW-100587,Rai Branch,0,KD 23.826,none,STA-67801,
HW-100588,Ardiya Warehouse,1,15.900,none,TOL-44390,
HW-100589,Rai Branch,4,8.675,none,MAK-80549,
HW-100590,Ardiya Warehouse,2,3.153,none,MET-13793,
HW-100591,Shuwaikh Main,2,12.539,none,MAK-68783,
HW-100592,Rai Branch,0,4.259,none,MET-1712,
HW-100593,Rai Branch,0,16.794,batch,DEW-64714,
HW-100594,Ardiya Warehouse,3,1.433,serial,DEW-65956,SN-HW-100594-1;SN-HW-100594-2;SN-HW-100594-3
HW-100595,Rai Branch,1,4.133,batch,AL--29855,
HW-100596,Fahaheel Branch,1,23.800,none,,
HW-100597,Rai Branch,0,15.492,none,KAR-92050,
HW-100598,Ardiya Warehouse,0,13.491,batch,CRO-49819,
HW-100599,Ardiya Warehouse,1,15.776,serial,MAK-80509,SN-HW-100599-1
HW-100600,Fahaheel Branch,1,24.811,none,HIL-77533,
HW-100601,Rai Branch,4,4.604,batch,KAR-85180,
HW-100602,Shuwaikh Main,1,8.340,none,CRO-82391,
HW-100603,Rai Branch,4,2.139,none,,
HW-100604,Rai Branch,0,KD 14.944,batch,CRO-59510,
HW-100605,Fahaheel Branch,2,20.479,none,ING-43587,
HW-100606,Fahaheel Branch,2,9.033,none,CRO-69292,
HW-100607,Ardiya Warehouse,1,9.810,batch,MAK-5795,
HW-100608,Shuwaikh Main,1,15.046,serial,STA-26686,SN-HW-100608-1
HW-100609,Rai Branch,1,41.414,none,BLA-28586,
HW-100610,Shuwaikh Main,0,KWD 0.507,none,,
HW-100611,Rai Branch,2,10.558,none,RID-57150,
HW-100612,Fahaheel Branch,4,0.148,none,HIT-72223,
HW-100613,Ardiya Warehouse,1,KD 11.108,none,,
HW-100614,Rai Branch,4,KWD 24.832,batch,TOL-50342,
HW-100615,Ardiya Warehouse,4,7.270,none,,
HW-100616,Rai Branch,0,1.358,none,CRO-9882,
HW-100617,Fahaheel Branch,2,14.949,none,TOT-79165,
HW-100618,Fahaheel Branch,3,24.375,batch,SAT-38820,
HW-100619,Rai Branch,2,5.663,serial,MET-12840,SN-HW-100619-1;SN-HW-100619-2
HW-100620,Ardiya Warehouse,5,14.795,none,TOT-63496,
HW-100621,Shuwaikh Main,5,2.849,none,AL--72176,
HW-100622,Fahaheel Branch,0,82.507,batch,YAT-50400,
HW-100623,Rai Branch,0,20.564,none,BLA-41582,
HW-100624,Rai Branch,2,0.698,none,MET-80236,
HW-100625,Rai Branch,4,7.801,none,BLA-95552,
HW-100626,Fahaheel Branch,0,16.051,none,RID-96027,
HW-100627,Rai Branch,0,4.545,none,CRO-43016,
HW-100628,Rai Branch,0,6.666,serial,CRO-50086,
HW-100629,Fahaheel Branch,3,12.775,none,RID-73146,
HW-100630,Shuwaikh Main,1,24.221,none,MET-47281,
HW-100631,Shuwaikh Main,4,291.236,none,HIL-63272,
HW-100632,Rai Branch,2,11.580,none,TOT-27706,
HW-100633,Fahaheel Branch,5,162.551,none,SAT-46458,
HW-100634,Shuwaikh Main,2,0.844,serial,ING-83887,SN-HW-100634-1;SN-HW-100634-2
HW-100635,Rai Branch,3,7.349,none,STA-42325,
HW-100636,Ardiya Warehouse,3,KD 6.737,none,STA-43830,
HW-100637,Ardiya Warehouse,0,22.893,none,CRO-95667,
HW-100638,Rai Branch,2,18.984,none,HIT-94361,
HW-100639,Fahaheel Branch,3,20.783,none,TOL-81517,
HW-100640,Shuwaikh Main,0,3.262,none,BOS-13357,
HW-100641,Shuwaikh Main,0,22.945,none,BLA-98247,
HW-100642,Fahaheel Branch,0,20.578,none,STA-66876,
HW-100643,Rai Branch,0,15.343,batch,,
HW-100644,Shuwaikh Main,4,8.813,none,KAR-44861,
HW-100645,Fahaheel Branch,1,7.557,serial,,SN-HW-100645-1
HW-100646,Fahaheel Branch,1,1.876,none,SKI-20364,
HW-100647,Rai Branch,0,1.444,none,MAK-24614,
HW-100648,Shuwaikh Main,4,21.922,none,KAR-54227,
HW-100649,Ardiya Warehouse,5,6.019,none,AL--22178,
HW-100650,Fahaheel Branch,0,7.973,none,GUL-61443,
HW-100651,Fahaheel Branch,5,14.151,none,TOT-16991,
HW-100652,Shuwaikh Main,5,23.343,none,HIT-12844,
HW-100653,Rai Branch,1,20.347,none,HIT-48751,
HW-100654,Fahaheel Branch,2,16.084,none,STA-59428,
HW-100655,Fahaheel Branch,4,16.168,none,SAT-14351,
HW-100656,Rai Branch,0,21.736,none,BOS-6735,
HW-100657,Shuwaikh Main,0,15.967,none,,
HW-100658,Shuwaikh Main,5,KD 1.926,none,TRU-56721,
HW-100659,Shuwaikh Main,4,15.319,none,DEW-42496,
HW-100660,Rai Branch,3,17.237,none,HIL-6754,
HW-100661,Ardiya Warehouse,4,22.487,none,BOS-72884,
HW-100662,Ardiya Warehouse,0,1.597,none,SAT-85788,
HW-100663,Fahaheel Branch,2,15.979,none,SAT-48798,
HW-100664,Fahaheel Branch,4,10.564,none,HIT-5424,
HW-100665,Rai Branch,1,22.544,batch,SKI-3857,
HW-100666,Shuwaikh Main,5,KWD 0.419,none,TRU-20790,
HW-100667,Shuwaikh Main,1,23.233,serial,HIT-70252,SN-HW-100667-1
HW-100668,Fahaheel Branch,0,23.740,none,BLA-91051,
HW-100669,Rai Branch,4,8.407,batch,GUL-79325,
HW-100670,Rai Branch,2,1.251,none,TOT-85352,
HW-100671,Shuwaikh Main,5,13.006,none,RID-5394,
HW-100672,Rai Branch,4,16.073,none,SKI-92666,
HW-100673,Ardiya Warehouse,3,2.200,serial,SAT-38820,SN-HW-100673-1;SN-HW-100673-2;SN-HW-100673-3
HW-100674,Rai Branch,2,18.233,none,TRU-59480,
HW-100675,Fahaheel Branch,1,17.315,batch,,
HW-100676,Fahaheel Branch,1,12.109,none,SAT-14534,
HW-100677,Rai Branch,4,6.431,none,GUL-43469,
HW-100678,Shuwaikh Main,4,15.542,batch,HIT-84359,
HW-100679,Rai Branch,3,20.911,none,,
HW-100680,Fahaheel Branch,1,KWD 8.885,none,MET-4727,
HW-100681,Fahaheel Branch,2,22.579,serial,SAT-32042,SN-HW-100681-1;SN-HW-100681-2
HW-100682,Shuwaikh Main,0,24.859,none,,
HW-100683,Ardiya Warehouse,5,23.180,none,RID-76075,
HW-100684,Ardiya Warehouse,1,11.503,batch,YAT-12916,
HW-100685,Ardiya Warehouse,4,9.809,batch,BOS-23803,
HW-100686,Shuwaikh Main,3,8.726,none,CRO-11316,
HW-100687,Rai Branch,1,19.887,serial,YAT-72673,SN-HW-100687-1
HW-100688,Ardiya Warehouse,5,8.343,none,ING-70811,
HW-100689,Ardiya Warehouse,3,5.995,batch,BLA-39493,
HW-100690,Rai Branch,3,3.704,batch,DEW-43392,
HW-100691,Ardiya Warehouse,2,KWD 20.667,batch,AL--31412,
HW-100692,Rai Branch,3,7.737,none,DEW-29653,
HW-100693,Fahaheel Branch,0,6.435,none,MET-56862,
HW-100694,Fahaheel Branch,5,9.901,none,MET-25894,
HW-100695,Shuwaikh Main,1,11.695,none,BLA-12549,
HW-100696,Shuwaikh Main,4,7.225,serial,TOL-32531,SN-HW-100696-1;SN-HW-100696-2;SN-HW-100696-3;SN-HW-100696-4
HW-100697,Shuwaikh Main,5,13.632,none,KAR-96572,
HW-100698,Rai Branch,4,4.488,none,STA-74451,
HW-100699,Rai Branch,4,16.809,none,,
HW-100700,Shuwaikh Main,3,17.368,serial,MET-96032,SN-HW-100700-1;SN-HW-100700-2;SN-HW-100700-3
HW-100701,Ardiya Warehouse,0,10.491,none,AL--20815,
HW-100702,Ardiya Warehouse,3,8.858,none,STA-95829,
HW-100703,Shuwaikh Main,3,6.637,none,KAR-31078,
HW-100704,Fahaheel Branch,2,0.238,none,MET-27274,
HW-100705,Shuwaikh Main,5,3.020,none,RID-4833,
HW-100706,Rai Branch,4,2.128,none,BLA-69446,
HW-100707,Shuwaikh Main,0,19.462,batch,YAT-45240,
HW-100708,Fahaheel Branch,1,12.245,none,SAT-87948,
HW-100709,Rai Branch,1,KWD 16.420,none,KAR-43716,
HW-100710,Fahaheel Branch,0,21.321,none,HIL-88994,
HW-100711,Ardiya Warehouse,4,10.523,none,TOT-50157,
HW-100712,Fahaheel Branch,0,9.853,none,HIL-78358,
HW-100713,Shuwaikh Main,0,23.194,batch,RID-19743,
HW-100714,Rai Branch,0,19.541,serial,STA-69599,
HW-100715,Shuwaikh Main,0,24.363,none,ING-4073,
HW-100716,Fahaheel Branch,3,17.117,none,GUL-56836,
HW-100717,Rai Branch,0,6.663,none,TOT-1840,
HW-100718,Ardiya Warehouse,0,21.500,none,MET-75590,
HW-100719,Shuwaikh Main,1,24.838,none,MET-26326,
HW-100720,Shuwaikh Main,3,9.445,none,DEW-11886,
HW-100721,Ardiya Warehouse,1,20.355,none,HIL-46787,
HW-100722,Ardiya Warehouse,2,0.775,batch,,
HW-100723,Fahaheel Branch,3,17.380,none,AL--99361,
HW-100724,Shuwaikh Main,1,17.271,none,CRO-23320,
HW-100725,Shuwaikh Main,2,KWD 5.600,none,SAT-97199,
HW-100726,Rai Branch,0,KD 22.086,none,TRU-30522,
HW-100727,Fahaheel Branch,0,20.346,none,MAK-82129,
HW-100728,Shuwaikh Main,0,1.454,none,RID-43037,
HW-100729,Ardiya Warehouse,2,16.248,batch,,
HW-100730,Fahaheel Branch,5,24.427,serial,TOL-19420,SN-HW-100730-1;SN-HW-100730-2;SN-HW-100730-3;SN-HW-100730-4;SN-HW-100730-5
HW-100731,Fahaheel Branch,0,4.001,none,SKI-70106,
HW-100732,Fahaheel Branch,1,11.478,none,MET-88705,
HW-100733,Shuwaikh Main,3,11.661,none,HIT-33258,
HW-100734,Ardiya Warehouse,1,16.292,none,MAK-87686,
HW-100735,Fahaheel Branch,2,KWD 15.268,none,RID-32233,
HW-100736,Fahaheel Branch,3,20.852,none,KAR-10679,
HW-100737,Shuwaikh Main,3,KD 19.178,none,TOT-72004,
HW-100738,Fahaheel Branch,2,5.534,none,TOL-34609,
HW-100739,Shuwaikh Main,1,KD 38.449,none,SKI-61361,
HW-100740,Fahaheel Branch,3,24.952,none,KAR-50254,
HW-100741,Rai Branch,4,22.559,none,TRU-53764,
HW-100742,Rai Branch,0,9.405,none,DEW-42215,
HW-100743,Ardiya Warehouse,0,KWD 0.902,none,BLA-91079,
HW-100744,Shuwaikh Main,0,8.329,none,TOL-45013,
HW-100745,Fahaheel Branch,3,0.716,none,BOS-94040,
HW-100746,Rai Branch,4,KD 7.385,none,STA-76901,
HW-100747,Fahaheel Branch,1,KD 1.821,none,HIT-1804,
HW-100748,Fahaheel Branch,2,16.024,batch,BLA-46961,
HW-100749,Ardiya Warehouse,5,4.162,batch,TRU-53746,
HW-100750,Ardiya Warehouse,3,KWD 8.553,none,AL--52959,
HW-100751,Rai Branch,5,15.539,none,BOS-43635,
HW-100752,Ardiya Warehouse,3,22.573,serial,HIT-12403,SN-HW-100752-1;SN-HW-100752-2;SN-HW-100752-3
HW-100753,Shuwaikh Main,5,17.814,batch,BLA-99693,
HW-100754,Ardiya Warehouse,2,24.060,none,TRU-15864,
HW-100755,Shuwaikh Main,1,21.631,batch,MAK-29438,
HW-100756,Rai Branch,3,16.289,none,DEW-56987,
HW-100757,Fahaheel Branch,5,24.267,serial,MAK-87830,SN-HW-100757-1;SN-HW-100757-2;SN-HW-100757-3;SN-HW-100757-4;SN-HW-100757-5
HW-100758,Rai Branch,1,KWD 20.388,none,TOT-6000,
HW-100759,Shuwaikh Main,0,16.053,none,YAT-94296,
HW-100760,Shuwaikh Main,0,21.418,none,SAT-39257,
HW-100761,Fahaheel Branch,5,16.823,none,,
HW-100762,Fahaheel Branch,2,KD 21.604,none,MET-99702,
HW-100763,Rai Branch,3,21.012,batch,AL--75431,
HW-100764,Ardiya Warehouse,1,4.423,none,DEW-39855,
HW-100765,Fahaheel Branch,1,13.859,none,HIL-83032,
HW-100766,Fahaheel Branch,3,18.966,none,SAT-21792,
HW-100767,Rai Branch,1,KWD 23.115,none,SKI-57389,
HW-100768,Ardiya Warehouse,0,0.502,serial,KAR-49989,
HW-100769,Rai Branch,3,19.112,none,AL--36462,
HW-100770,Fahaheel Branch,2,24.209,none,HIT-81727,
HW-100771,Shuwaikh Main,2,16.605,none,MAK-86330,
HW-100772,Shuwaikh Main,5,15.572,none,ING-50232,
HW-100773,Rai Branch,0,KD 20.283,none,CRO-26580,
HW-100774,Shuwaikh Main,1,13.883,batch,,
HW-100775,Ardiya Warehouse,3,7.459,none,HIT-67743,
HW-100776,Shuwaikh Main,2,19.037,batch,STA-94927,
HW-100777,Fahaheel Branch,0,254.300,batch,SAT-35265,
HW-100778,Shuwaikh Main,2,260.445,none,TOT-20375,
HW-100779,Rai Branch,0,KD 12.481,none,YAT-56584,
HW-100780,Ardiya Warehouse,0,2.865,none,TOT-26096,
HW-100781,Rai Branch,1,12.759,none,SKI-6380,
HW-100782,Rai Branch,0,20.586,none,SKI-71397,
HW-100783,Fahaheel Branch,1,9.486,none,STA-30426,
HW-100784,Shuwaikh Main,3,3.206,none,TRU-77524,
HW-100785,Shuwaikh Main,2,22.414,none,MET-74091,
HW-100786,Rai Branch,0,5.350,none,TOT-39944,
HW-100787,Ardiya Warehouse,5,24.953,none,TRU-93182,
HW-100788,Fahaheel Branch,2,24.500,batch,ING-61787,
HW-100789,Shuwaikh Main,0,6.623,none,KAR-65897,
HW-100790,Fahaheel Branch,3,10.026,serial,TRU-93043,SN-HW-100790-1;SN-HW-100790-2;SN-HW-100790-3
HW-100791,Fahaheel Branch,5,24.661,none,SKI-38251,
HW-100792,Ardiya Warehouse,1,9.538,none,,
HW-100793,Fahaheel Branch,5,KD 6.501,batch,,
HW-100794,Fahaheel Branch,3,0.581,none,BLA-80396,
HW-100795,Shuwaikh Main,3,11.519,batch,SAT-99106,
HW-100796,Ardiya Warehouse,3,23.509,none,TOL-92942,
HW-100797,Fahaheel Branch,3,6.535,none,TRU-57796,
HW-100798,Shuwaikh Main,5,23.083,none,STA-14625,
HW-100799,Fahaheel Branch,2,6.019,none,MET-47031,
HW-100800,Ardiya Warehouse,2,208.245,none,HIL-70113,
HW-100801,Fahaheel Branch,0,16.901,batch,SKI-84008,
HW-100802,Shuwaikh Main,5,4.788,none,BLA-63804,
HW-100803,Shuwaikh Main,5,18.564,none,MET-24578,
HW-100804,Rai Branch,5,3.131,none,,
HW-100805,Rai Branch,5,3.092,none,SKI-11003,
HW-100806,Fahaheel Branch,5,10.646,none,HIT-10232,
HW-100807,Fahaheel Branch,4,18.008,none,TOT-36722,
HW-100808,Fahaheel Branch,2,13.149,none,MET-83467,
HW-100809,Ardiya Warehouse,1,5.634,none,BLA-33290,
HW-100810,Shuwaikh Main,0,11.977,none,TRU-21427,
HW-100811,Shuwaikh Main,2,11.509,batch,TOL-90824,
HW-100812,Fahaheel Branch,5,88.797,none,SKI-64560,
HW-100813,Shuwaikh Main,4,KD 11.632,serial,,SN-HW-100813-1;SN-HW-100813-2;SN-HW-100813-3;SN-HW-100813-4
HW-100814,Shuwaikh Main,1,2.261,none,SAT-37929,
HW-100815,Fahaheel Branch,4,13.400,none,BOS-66221,
HW-100816,Rai Branch,0,6.669,serial,ING-77385,
HW-100817,Fahaheel Branch,1,6.257,none,,
HW-100818,Shuwaikh Main,1,12.757,none,RID-82011,
HW-100819,Rai Branch,4,20.907,none,SKI-66195,
HW-100820,Shuwaikh Main,4,8.823,none,BOS-96847,
HW-100821,Shuwaikh Main,0,11.173,none,SKI-10051,
HW-100822,Shuwaikh Main,1,20.436,none,BOS-31339,
HW-100823,Shuwaikh Main,4,0.124,none,RID-64094,
HW-100824,Fahaheel Branch,4,7.231,none,MAK-2316,
HW-100825,Fahaheel Branch,0,11.836,none,STA-34556,
HW-100826,Rai Branch,4,11.862,none,HIT-53360,
HW-100827,Fahaheel Branch,3,KWD 20.187,none,MET-96012,
HW-100828,Ardiya Warehouse,1,3.957,none,,
HW-100829,Ardiya Warehouse,1,3.772,batch,STA-45582,
HW-100830,Fahaheel Branch,5,13.038,none,HIL-18877,
